reference_date,target,horizon,location,output_type,output_type_id,value,target_end_date
2027-03-27,wk inc flu hosp,0,01,quantile,0.01,63,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.025,67,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.05,68,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.1,71,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.15,74,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.2,78,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.25,80,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.3,81,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.35,83,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.4,84,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.45,86,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.5,88,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.55,89,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.6,91,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.65,93,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.7,95,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.75,98,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.8,101,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.85,106,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.9,110,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.95,116,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.975,121,2027-03-27
2027-03-27,wk inc flu hosp,0,01,quantile,0.99,132,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.01,8,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.025,11,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.05,11,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.1,13,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.15,13,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.2,14,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.25,15,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.3,16,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.35,19,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.4,19,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.45,20,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.5,20,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.55,21,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.6,21,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.65,22,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.7,23,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.75,24,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.8,26,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.85,28,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.9,30,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.95,33,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.975,35,2027-03-27
2027-03-27,wk inc flu hosp,0,02,quantile,0.99,43,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.01,104,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.025,113,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.05,119,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.1,127,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.15,133,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.2,137,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.25,141,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.3,146,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.35,147,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.4,150,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.45,154,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.5,159,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.55,161,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.6,166,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.65,171,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.7,176,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.75,178,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.8,181,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.85,186,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.9,196,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.95,204,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.975,214,2027-03-27
2027-03-27,wk inc flu hosp,0,04,quantile,0.99,220,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.01,42,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.025,45,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.05,49,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.1,54,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.15,57,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.2,60,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.25,62,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.3,63,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.35,64,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.4,67,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.45,69,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.5,72,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.55,74,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.6,74,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.65,76,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.7,78,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.75,80,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.8,83,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.85,85,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.9,90,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.95,96,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.975,101,2027-03-27
2027-03-27,wk inc flu hosp,0,05,quantile,0.99,112,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.01,277,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.025,283,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.05,303,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.1,331,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.15,339,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.2,350,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.25,368,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.3,374,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.35,384,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.4,391,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.45,401,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.5,413,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.55,419,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.6,428,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.65,435,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.7,444,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.75,458,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.8,469,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.85,494,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.9,518,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.95,544,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.975,587,2027-03-27
2027-03-27,wk inc flu hosp,0,06,quantile,0.99,603,2027-03-27
2027-03-27,wk inc flu hosp,0,08,quantile,0.01,43,2027-03-27
2027-03-27,wk inc flu hosp,0,08,quantile,0.025,49,2027-03-27
2027-03-27,wk inc flu hosp,0,08,quantile,0.05,53,2027-03-27
2027-03-27,wk inc flu hosp,0,08,quantile,0.1,56,2027-03-27
2027-03-27,wk inc flu hosp,0,08,quantile,0.15,59,2027-03-27
2027-03-27,wk inc flu hosp,0,08,quantile,0.2,63,2027-03-27
2027-03-27,wk inc flu hosp,0,08,quantile,0.25,67,2027-03-27
