reference_date,target,horizon,location,output_type,output_type_id,value,target_end_date
2027-01-16,wk inc flu hosp,0,01,quantile,0.01,122,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.025,129,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.05,133,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.1,143,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.15,150,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.2,155,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.25,157,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.3,161,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.35,163,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.4,167,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.45,171,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.5,174,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.55,175,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.6,178,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.65,183,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.7,184,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.75,191,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.8,195,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.85,203,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.9,211,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.95,220,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.975,239,2027-01-16
2027-01-16,wk inc flu hosp,0,01,quantile,0.99,243,2027-01-16
2027-01-16,wk inc flu hosp,0,02,quantile,0.01,5,2027-01-16
2027-01-16,wk inc flu hosp,0,02,quantile,0.025,6,2027-01-16
2027-01-16,wk inc flu hosp,0,02,quantile,0.05,7,2027-01-16
2027-01-16,wk inc flu hosp,0,02,quantile,0.1,8,2027-01-16
2027-01-16,wk inc flu hosp,0,02,quantile,0.15,10,2027-01-16
2027-01-16,wk inc flu hosp,0,02,quantile,0.2,11,2027-01-16
2027-01-16,wk inc flu hosp,0,02,quantile,0.25,12,2027-01-16
2027-01-16,wk inc flu hosp,0,02,quantile,0.3,13,2027-01-16
2027-01-16,wk inc flu hosp,0,02,quantile,0.35,14,2027-01-16
2027-01-16,wk inc flu hosp,0,02,quantile,0.4,15,2027-01-16
2027-01-16,wk inc flu hosp,0,02,quantile,0.45,15,2027-01-16
