state,rho_global_mean,rho_season_sd,fI_global_mean,fI_season_sd,fR_global_mean,fR_season_sd,psi_1,psi_2,phi_global_mean,phi_season_sd,kappa_global_mean,kappa_season_sd,omega,nu,alpha_inv,rho_state,fI_state,fR_state,phi_state,kappa_state,delta_beta_state_mean_0,delta_beta_state_mean_1,delta_beta_state_mean_2,delta_beta_state_mean_3,delta_beta_state_mean_4,delta_beta_state_mean_5,delta_beta_state_mean_6,delta_beta_state_mean_7,delta_beta_state_mean_8,delta_beta_state_mean_9,delta_beta_state_mean_10,delta_beta_state_mean_11,delta_beta_state_mean_12,delta_beta_state_mean_13,delta_beta_state_mean_14,delta_beta_state_mean_15,delta_beta_state_mean_16,delta_beta_state_mean_17,delta_beta_state_mean_18,delta_beta_state_mean_19,delta_beta_state_mean_20,delta_beta_state_mean_21,delta_beta_state_mean_22,delta_beta_state_mean_23,delta_beta_state_mean_24,delta_beta_state_mean_25
MD,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0028081665453737314,0.5311151844338877,0.7374832637489397,0.999999750082412,1.1362068561190708,1.0639488070050256,0.008340475983848683,0.063903565003627,0.00627597245728455,0.0674967214435007,0.10658620419193768,0.06826461131544467,0.1385889275978271,0.11018086019410837,0.17387547971830813,0.23631007845873028,0.20972263405326724,0.1372285815904947,-0.1471922624173887,-0.09789652128341475,-0.030160102614146096,-0.044691082032932684,0.03954645742901426,0.08226257494009197,-0.017081057625798597,0.06911383315984726,0.09779317295697618,-0.005133775902199816,-0.03006612245084447,-0.10861144958585861,0.19349766016478614,0.007759311181549812
MA,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0030946018745775065,1.0285069830486409,0.5469593444610383,0.999999167575351,1.521266643963544,0.9280169397200598,-0.05435317939320414,0.0532355528710727,0.1415103207674049,0.14052286730980706,0.04210145422971085,0.14161714342339066,0.1384846132986707,0.11811872370913146,0.19475970915565133,0.11272095289419776,0.2789516574529993,0.1293687320067655,-0.06876848687526257,-0.06711118401692813,-0.03835274726583293,0.07523297643211853,-0.015378193681036344,0.049214879023083045,0.0657840880694088,0.08671542930143601,-0.01670180399820017,-0.062306408688348795,-0.03093323671944262,0.0674962688926774,0.05895346864828868,0.08092990579987727
MI,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0033912838393875345,0.9453314433252821,0.5574949769666397,1.000008319184005,1.1671094347341233,0.9689650812851123,-0.07150325231259438,-0.03621685801575554,0.1152359143721591,0.13068325304953807,0.07019400133570967,0.1456577297308837,0.03602234589334426,0.12511185532070557,0.24958439396209126,0.15454591012016713,0.3010937291396491,0.043268228302051445,-0.10231665094696893,-0.12944437655320928,0.07341208482584963,0.06667846147027202,0.12541967910644877,0.10440884189717992,0.1166715490934924,0.05162654618966437,0.01978235194416997,-0.026901616970419633,0.04144142931158756,-0.023658487238196794,-0.03925066865128031,-0.03249495176486904
MN,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0034861886911627584,0.5338542430842521,0.7416375367432735,0.9987057502670922,0.9249696345243512,1.0979907969706835,0.33873492959224194,-0.29938080742445206,0.012781570161248357,0.1423025025275434,-0.051662343689856956,0.16115617861143341,0.12664594283625527,0.15444168866170666,0.2535021700061131,0.19413001141553643,0.25313990230652494,0.029657765578786327,-0.060584732787580746,-0.06550369344542187,0.015344216477439845,0.021904685516117288,0.051122289377637894,0.07293303382892208,0.03584633380103901,0.07548928296125978,0.10500409462685169,0.10595071705436981,0.09853319523718973,-0.12674241833499214,0.10312929256106827,0.11134754212232165
MS,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.002662692282780336,1.5298762870234177,1.2308775891061638,1.0000018601795406,1.0391010000297176,0.9790448359528958,-0.07790830423509029,-0.1191777343732768,0.13841947828606585,0.11867721836772352,0.013636505733334171,0.020708724403183883,0.0420547105149086,0.07198898830708184,0.1269560435075231,0.2729878165383038,0.22281246907971441,-0.027443194874980335,-0.0597791281707383,-0.11636726715085811,0.04091377872707175,0.07299260290503085,-0.0050208719895660755,-0.02067531352469413,-0.10096510439022194,0.002929681700290959,-0.005826087274633185,0.003762649905149104,-0.16224215613105478,-0.1426490982815251,-0.006513917813340965,-0.07646804098382118
MO,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0031572725727980647,1.029366047632763,0.8791243859529225,0.9998625301770675,1.0355947781660284,0.9842829559715933,-0.0770712484911262,-0.007351344437126452,0.042194941624096,0.1239840862839994,-0.045447920897849964,0.08857612845168712,0.10639462211543389,0.12492123680970324,0.09261976819399362,0.30888457999255836,0.3662700095756757,-0.043204774936285925,-0.14356694748894128,-0.045823549657482546,0.025171070664587333,0.092407884483077,0.09933879791397993,0.08833203333606734,0.08738817508534427,-0.04579408308651366,0.03087188353857728,-0.056749537286574,-0.08893281636464395,-0.10502897262637206,-0.038545572202357034,-0.01988545967223701
MT,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0025921780279742623,1.4323270605489262,1.1789621696259336,0.9999973146329015,1.049686325385521,1.0351771978114928,0.03091151546023234,-0.12100268322837099,-0.1284238215961224,0.1446999408827595,0.05715753144888771,-0.09072605982426273,0.17445171699137393,0.010708174946252723,0.1647887238585361,0.3290634167681884,0.3049715416655894,0.04370734894937987,-0.05190442167249364,-0.1008810652490874,0.0482682992904615,0.0724228976086081,0.12349862068587888,-0.13730322937002537,-0.0518935437165281,0.03593900981110902,0.019030312385102333,0.12110659220725056,-0.10991424443512697,-0.0610522397986107,-0.16968733088880256,-0.10273160092386444
NE,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0024770130267099564,0.7016306563975887,1.5416393022860027,0.9999988491365308,0.9834984776379959,0.992758245861945,-0.061423835444057814,0.026370240543326914,-0.10605025872184165,0.01179172968694145,-0.10045361428975733,0.07448996703370318,0.11731784114970101,0.0227896199294821,0.15630914778844587,0.5038689567641408,0.13883544309371057,0.03534778418698903,-0.07039960906394394,-0.1461502630248118,0.13411976635592768,0.0854311841794701,0.07312603492350486,0.06687725467276276,0.11428361152717247,-0.0385988744247408,0.02407747470537352,-0.07796871193608404,-0.027627972404222326,-0.09989025866937579,0.013372016603065907,0.032230557661471704
NV,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0028330426721201872,0.765484053470173,0.9661472168433386,1.0000021548021225,0.9235486172310337,0.9900600429941775,0.0854775554941003,-0.018003812499241018,0.018510316128116072,0.20654003506332264,0.08601399847122822,0.006304737623506536,0.05807070571713106,0.15040275806042944,0.14502838106797103,0.24917839234339434,0.1346717632887618,-0.004908117920201737,-0.09001786011407623,-0.18893301607765234,-0.03255949836890051,0.0272358332070994,0.028434185975785363,0.01947676856907329,-0.052531506410465306,-0.011301740020211937,-0.02528316345628053,0.02318550022149598,0.0595051068973049,-0.0229630395775333,-0.023779233849256773,0.04629689088170906
NH,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0024195848439453366,0.8653198926495242,1.5518225675136943,1.000142304050026,0.924829088411355,1.0003998355221868,-0.19933932419619188,0.11537740294884688,0.011783876586848416,0.026490275317228827,0.036401981115443245,0.02683075885809566,0.1051055549939218,0.17679750537516914,0.18440041921455189,0.13051493384573648,0.26536856162513084,0.1170011694125315,-0.059936297658663054,-0.11583707632027387,0.013053080831578759,-0.013262712692236356,0.1305427694758758,0.03159415378320869,0.014808586096035734,0.03296454821739796,0.027925073261718857,-0.04628894957481189,0.0007214852422699255,-0.09419795452525002,0.010969255203389901,0.003648614317547973
NJ,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0033346739868161356,1.0287427073138917,0.5890048875425204,0.9999989438429293,1.0660258529707654,0.9989046411289084,-0.037855686086845,0.11258705317573545,0.0035147264671510415,0.11030871474738482,-0.054743075734948264,0.14550809345953516,0.20396237806289566,0.14001080363241333,0.2434105080706756,0.22542447129879573,0.2147227362435926,0.09991806534712716,-0.10717022599601847,-0.08159750173547847,-0.06657175728372014,-0.017838991148354067,0.007649734682656353,0.07885922419188857,0.026425407655437088,0.04177283953768786,-0.05975681451253665,0.0020413144669057023,0.00829340943412344,-0.0822377269528986,0.08305963376082559,-0.0519553830343391
NM,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.00276019095503944,1.7544415718500208,0.6655306218044823,0.9979559327045788,0.9191638135336888,1.0984213824294415,-0.0907230295986374,0.09141047429479905,-0.048079223345701666,0.10284844706135551,0.03588520085516014,0.14521266657381454,0.20273699873007933,0.14853639985821918,0.1574081014647284,0.2606912943548636,0.07950391194025444,0.040428056776857714,-0.19487304503283845,-0.11500632179133172,-0.056717345898754094,-0.037176948803114576,0.0659185009682795,-0.05119233792146214,0.052129780399923074,-0.03268208040827887,0.0439310869638914,-0.06714704043262443,-0.04320609046455054,-0.1876377281344153,-0.04899301178155786,-0.11376770218230348
NY,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.003540702467494432,0.75702578593408,0.531995971855082,0.9999991385744067,1.090953819821884,0.986270408843782,-0.05953012031116786,0.122338387883651,0.08936797957612141,0.2098228142302283,0.166910448815643,0.15087339212051687,0.23395658993974888,0.1465035933308994,0.1978682417208149,0.13812838124217952,0.2432180754597678,0.08170459991924195,-0.08970889327061507,-0.06973937546090772,0.01368681252668521,-0.01709484078674659,0.03741399965743282,0.11252773426500098,0.11178537835031108,0.0756655931130666,0.047018528583115164,0.08296945718579166,0.055720578411455876,0.07871816969910544,0.15229802685333116,0.04696861257765177
NC,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.004067388187166257,0.650060030892728,1.3725668083159284,0.9985670325203682,1.1991605978682471,1.0517814715202676,-0.026447907611881826,-0.07881928233031629,-0.0501985681598668,0.16389449226111297,0.1509106291103099,-0.01697719600859293,0.0996224061143895,0.2037531516702485,0.17360323115936394,0.262179162800237,0.2796962024593339,-0.013519884328915866,-0.12524939139663102,-0.12673359242706272,0.10374111688026652,0.07031612957363755,0.04061911423419145,0.024226529899059414,0.08521361330555352,0.04872170092298979,0.043462423498719455,-0.0051968110479579865,-0.02299319358530082,0.03395963845770801,0.0015805356949176593,-0.09211251791934198
ND,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.002361640450820335,1.2294851665092734,1.8675849669170568,1.0000013405274666,1.0075246884777629,0.9850247998760657,-0.07523092880778096,-0.025149923157985893,-0.04601638765139915,-0.03201427067527654,0.0021061604921845094,0.00137320902510032,0.13171680762698396,-0.08231714569209711,0.17533142561240994,0.13234342713542183,0.33411028854992125,0.166755761126049,-0.24128125242680537,0.12312859070097708,0.039824799811703934,0.022788715670618187,-0.017686982884952,-0.10482038999159152,-0.060444176448092524,-0.01976119942921884,0.02419877788102911,0.14076900124439606,-0.04928215892050687,0.0813489479024628,-0.11765394674594394,0.04203459450527028
OH,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.004366311141199248,0.7441416866587358,0.5511121971494434,0.9999994573703407,1.0189252968564217,1.092584242775725,0.10376579318022552,0.1943689385061497,-0.26170636026733285,0.0979153788401951,0.08435290135222354,0.12575096555748183,0.1367069820346808,0.13239148317442434,0.18043966083418844,0.3035781646212521,0.27931494494385206,0.023154593570360475,-0.08668932905649651,-0.05031669127419451,0.10908534611170984,0.07361396362806723,0.08333176041870607,0.14380162074618522,0.16349753035380538,0.05908775576852281,0.1300525769743988,0.011292106776095375,-0.020977367845609975,-0.11714274971278271,0.06213700131611839,0.07763125668905804
OK,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0029713393744539135,1.2861659501899143,0.8405212570495861,0.9978142271756889,0.9382029670742604,1.0245974154599953,-0.094138594499068,-0.004492718167961868,-0.04950265091939107,0.10887204308503791,-0.07980633777252524,0.018588447939403487,0.1757831725990252,0.03214176365042045,0.11922839617352358,0.2841713571254985,0.22174894004526768,-0.003231180749803164,-0.10908985383259467,0.07150911922626042,0.1305747483254813,0.1538215625943513,0.029670506460496224,0.05661754189749037,-0.1872305342756105,-0.0698915671987719,-0.02366002660042954,-0.0997877348444367,-0.195991277601673,-0.08207442654431937,-0.01964591370192839,-0.30264722154690243
OR,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0026719021080663765,1.0142030413966947,0.6677626764606119,0.9999998296656363,1.0127911352771273,0.9650348674626703,-0.03845020886553681,0.008571064663578981,-0.06495576301849484,0.12060052204337879,0.13499738526861116,0.038957290523328324,0.06379143929904171,0.18987880651656747,0.08511673199013493,0.23632380067328726,0.22438882337957522,0.013232097664509952,-0.14349828960914615,-0.049469970634919994,0.051866086229463884,0.16087373803904473,0.06653326861825307,-0.09821486479238409,0.06274929328971249,-0.14192903889311273,-0.08095528018522308,-0.06550328426978966,-0.025397995620441184,-0.15446809234720305,-0.04303254296344179,-0.11905934773204109
PA,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.005108665462231583,1.76582561016317,0.9486021463925847,1.0000001555345719,0.8733846080338021,0.9859345273354934,-0.14225642684248857,0.17070672596161082,-0.08843520388862952,0.15226069211713814,-0.014310959725332063,0.07895475827904216,0.1329048955792851,0.1013541269496474,0.14637113096268276,0.261350056492245,0.26112661211025656,0.03748606386296814,-0.12866122608249195,-0.05253327873036455,-0.02983818261376269,0.021697123026015216,0.0028371713780933226,0.10628988080599898,-0.006519474739639407,0.07599471770108976,0.028683511946606524,-0.04899562464757696,-0.01687201522876252,-0.1118690171952491,0.09598723061366395,-0.11883577922827815
RI,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.002419323624302693,0.9748502088072851,1.838527115439395,1.0000034277239287,0.8908346290935742,0.9386676433800543,-0.10882665529641858,0.027093310631942702,0.02559405693152786,0.07866488021958509,-0.2599439138052595,0.1806370895594953,0.1319358630068923,0.05320488523397007,0.4832258407348988,-0.1093370527323358,0.3894668358920842,0.11149964504737431,-0.21612897720529534,0.029584376045110636,-0.09276193890231303,-0.05511708524618098,0.026249687527055535,0.03859730168423124,0.0942205605198129,-0.05196214114341792,-0.046979460736354214,0.08048882451679151,-0.103605852943947,0.027530795563619814,0.15112730188456422,-0.03305800168174305
SC,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.002911562242625062,1.1969925744383778,0.793914579621072,0.9999994571831272,0.9999066487638295,0.9522782752801258,-0.03194908194540877,-0.12673450862876146,0.14487734501994565,0.025892432185924057,0.024412458230944227,0.04071277028076238,0.14503981189700632,0.15223023929339252,0.176667674021521,0.32967125157653443,0.2869357709118465,-0.0010633071615519774,-0.17795285185482274,-0.07469817046833893,0.07030754157886243,0.09346526518597109,-0.00923491060055937,-0.06109018132451781,-0.02142424616816549,0.01675205426481737,-0.0782944922707123,-0.07738103054970163,-0.033633749888406284,-0.12456574172731907,-0.08935878099521938,-0.016902360966154197
SD,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.00247625912133466,1.0226975508446392,1.6609046505766778,1.0000031099242008,0.9259874619639477,1.002342054899377,0.08482747967216156,-0.039442818564194904,-0.22128846102991626,0.1106991071778122,-0.143698929440356,0.026511419093037454,0.13784540025876701,-0.08969167195885056,0.24114121200303734,0.2508326213749777,0.3170330373781839,0.08635789246820991,-0.20580661334315958,-0.030793315550642103,0.07384402907551438,0.07348313868551626,0.057833230206343546,0.004855971929353277,0.02085820810445521,0.024986937314247684,-0.07055356262963253,-0.09536288573081178,0.08031064579672212,-0.18506014419329803,0.05569497988742092,-0.01627534095762706
TN,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0029246604382115117,0.9895168963284083,1.0724544350115939,1.0000003573526883,0.8908888666095688,0.9429032125303773,0.06233609956279642,-0.021744936993881595,0.07849759269389736,0.1777948407159679,-0.09967169083108812,-0.012114894737871938,0.1037628502737088,0.18905903299151658,0.1330816071619013,0.2824010232041799,0.3640855035310589,-0.025282296597856295,-0.19264859198623213,-0.11777239122740013,0.03969025434267013,0.09030027019179915,-0.003349266488699153,0.0031980050362799767,0.0031748094504188,0.0653862264822611,0.020463927859227238,-0.01360322821065213,-0.033016407833088054,-0.12255246920272968,0.012005239140444353,-0.09972777459403157
TX,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0052413644268774475,0.8525289930888288,1.2910686291814448,0.9997999964866932,0.988629747542698,0.912354849031197,0.06822268518307875,0.00885373120521447,0.06872553732376482,0.1773600227870824,-0.015981336989630605,0.07233549667247768,0.09300656141653012,0.0431718595800753,0.09936189362226004,0.19722207335349254,0.18441161106863374,0.012622508054380777,-0.0858121874873127,-0.04929433723451106,0.1296717084724326,0.07839013979797793,0.007313484353260197,-0.060458567158263546,-0.03714821676161132,0.00613744886947243,-0.005439430874399346,-0.07954163600836195,-0.005742047477740274,-0.040203314423075634,-0.027315434466200383,0.03901498494695205
UT,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0024971548382404203,0.7331369066640656,0.7711645665406913,1.0002766474833402,0.9494100419612407,0.9933889729788703,0.042419228470169115,-0.0272355965658109,-0.06323460235284892,0.07887686711005708,0.05122295779380025,0.1170218558871099,0.12750087968242424,0.15059461617476427,0.11104353377741462,0.29857551932926485,0.23793018658390197,-0.01720631747274899,-0.19563551926469508,-0.20237835849226574,0.01135925307386303,-0.014705765164460267,0.02580794836337405,-0.02652352642811682,-0.04745336497794423,-0.08275310607321051,-0.04484364798859356,-0.00013450098482533594,0.014736512201985932,-0.21828540701887567,-0.058217957761438135,-0.07597848389674633
VT,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0022971013205496217,0.9306675757206353,1.613923390412242,1.0010089906719313,0.9072289275686705,0.9576753387141785,0.2917142612827068,-0.21781007866399776,-0.04780868604330058,0.2502918876731202,-0.0032318953832878097,-0.18688081568028056,0.12516350471850013,0.06210666989793811,0.16533170458100874,0.0443099189232207,0.4161405721509803,0.040218284813033675,0.008290391253348232,-0.013453682815338621,0.0034129997483204532,0.051957886994665456,0.14653468644777984,-0.019816521125132196,0.07151095108946304,-0.06632907152418621,0.025599960084257696,-0.04509901790206823,0.018371940845246716,0.08221120883281921,-0.03495170408003928,0.018249094116362212
VA,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0031990645784458413,0.9172433142156301,1.1151966525816104,1.000000533009235,0.9677455153408064,0.9767072171921898,-0.009951499682985993,-0.07759266426291525,-0.09310237879361426,0.20258023749637846,-0.02712113532815262,0.09712098449879442,0.13019297962345916,0.09923798403324252,0.13290065304892407,0.25107547620384996,0.3633203007270489,0.043868665952282726,-0.18512933791113734,-0.1437013251613078,0.0707535159473841,-0.025900253425175136,-0.0029033614105170476,0.05800501478152517,0.051088872921171105,-0.01853383455508672,0.02208997573594707,-0.08230295072106747,-0.07352439868586799,-0.21661732793141333,0.07608266186696974,-0.14944486323291784
WA,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0026525268046497926,0.5492013725292918,0.8946180202832275,1.0000261612676509,0.858166946749839,0.9534671648501072,-0.0761267697606661,-0.0024071398053729983,0.012434243473122771,0.09587961490651753,0.12269390084282324,0.09933924355303018,0.138156324594933,0.13529373195732292,0.13178562300231225,0.22534071761463476,0.1262287947064852,0.07535303829656664,-0.12244881696700449,-0.07496054230343435,0.027952679094356378,0.10404996247898331,0.014367948680703914,-0.08069461166966457,0.07501632572269204,-0.07579823382172504,-0.14680237552956554,-0.045688447406575294,0.01014173068358477,-0.12256888141084024,0.05457794279667138,-0.0701701145179501
WV,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.002628408288075368,1.1391286906367752,0.866740397977534,0.9999979541799309,0.9752626290260248,0.941783433623506,-0.0774687845522533,0.03804251474322758,-0.013363529896009849,0.19714843838550747,-0.22467151983276337,0.11167056675381413,0.1193414248295431,0.1378077905732037,0.16576590342572767,0.39109721346385895,0.4037024819501589,0.0825105767320122,-0.12077964266139113,-0.03104261772451007,0.05593268982650067,0.13232751532568726,0.05803247454832814,0.2037116863405464,0.11055438003495646,0.061930173980033865,0.09511116212990292,0.008244046530416344,0.03164857318011041,-0.12463942494002425,0.07315584805268568,-0.20394918803070183
WI,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0028922924232669604,0.6435508745255927,0.7074991366729532,1.0000229765396451,0.8841812611268272,0.9268437700138505,0.014380295053965228,-0.005906201361002877,0.01919509972635509,0.11176239859110532,-0.15260175298198658,0.3151999310832123,0.17149593138805874,0.23100348279011895,0.2121264291244655,0.2226345863213704,0.3869020630115714,0.00712679129075856,-0.04837208878026582,-0.012987624416164634,0.018443675645866478,0.1004644995798113,0.12858095960947585,0.11306908698535763,0.10109194850460415,0.05390291864137453,0.02246716384207812,0.06581025991267515,-0.03261690234747583,0.024100965802130288,0.08073277891250473,-0.02012653853971007
WY,0.009893482186454763,0.33757649974930953,0.00010981326514755329,0.4194250321386652,0.3484756070005202,0.010964772412703319,0.5395149294680304,0.3474759743759387,0.25334460144747284,0.20022527446029778,0.7977502178761677,0.11327779327637821,0.005655215713211448,0.4095599604554526,0.0026197789371082874,2.870812706724055,1.2018572926637514,1.000001945753072,0.784471726161338,1.0935799784864941,-0.0810987690574717,0.0862173111126735,-0.21551569603795867,0.12887505761814894,-0.033815949995716715,0.10028576027029362,0.04136797710961704,0.07912004375702984,0.22700148378193957,-0.03825019933639731,0.4728798873922706,0.0090622476693363,-0.15831283547006136,-0.2556547187164505,-0.0012279213923808735,0.01944565872340142,0.06084140953145635,0.011997496182762937,-0.04374715820385028,-0.10735487881517844,-0.10471703055125953,-0.041494330821357575,-0.08557672363029263,-0.0850332761882604,0.026236297067345368,-0.17766480578731897
