,mean,sd,eti89_lb,eti89_ub,ess_bulk,ess_tail,r_hat,mcse_mean,mcse_sd
"H[2023-2024, AL, 25]",113.01764877793353,7.716879164193775,100.88935687518865,126.28127538636272,493.7931010835487,388.8291638039035,1.0022381601892136,0.35245170353104716,0.28198685376085825
"H[2023-2024, AL, 26]",106.14558051079872,7.637583749940976,94.40462792255937,118.09325525581058,399.7864831133927,393.63584818130255,1.0006937619287954,0.38330669231197334,0.24270626475414725
"H[2023-2024, AL, 27]",92.0512940333302,6.4402951299275575,81.65874005622683,102.31505113348085,479.4481244410372,409.02984807803296,0.9980755841414339,0.29868467165864043,0.19777981574268141
"H[2023-2024, AL, 28]",82.82826725957884,6.190111165795664,72.69448097204298,92.93171706824617,573.0243749758796,376.94307536113297,0.9989544120043583,0.25743547900316005,0.18775169884502765
"H[2023-2024, AL, 29]",78.28581450524305,6.182473305617389,68.83425523538308,88.88968996189706,452.67585748527455,378.69710686872605,1.0057139326679811,0.2900194329655734,0.19883306914850057
"H[2023-2024, AL, 30]",73.25376019937265,6.127591827895198,64.13564326408375,84.12699644696691,396.1467211611411,352.85831145293605,1.0032015267996088,0.31177669124025936,0.2063001167555735
"H[2023-2024, AL, 31]",65.85072228370667,5.461496281387689,57.338361362576734,74.42768395807134,417.90459480145836,381.2212614191661,1.0040878530840536,0.26770009235325637,0.17360749849790869
"H[2023-2024, AL, 32]",52.588707851416295,4.97686594303395,45.34338943776096,60.30307607997237,488.49681016627164,357.8123490192289,1.0255720874093204,0.2263295296019316,0.1533559342388612
"H[2023-2024, AL, 33]",36.00461764375045,4.04951468249626,30.0912135348389,42.611993207680655,509.61513934863495,355.38379542737954,0.9993925771203354,0.18164104504133477,0.14549159318369
"H[2023-2024, AL, 34]",23.82905477398517,3.0210700962653396,19.17553219589443,28.868170216880877,403.2078741167831,310.2660067529848,1.0047851689881722,0.1527819315359129,0.11059797797343429
"H[2023-2024, AL, 35]",16.915485789380725,2.4754530293776646,13.17667355760286,20.979928536626733,456.10282474037035,436.2880006966531,1.0045814629107677,0.11604736393597255,0.0893602334946666
"H[2023-2024, AL, 36]",11.862733247285842,2.1214554975413167,8.742340732370199,15.217342090222232,518.5314222939794,372.30350153554383,0.9983054082103965,0.09385140028154237,0.0719585737206256
"H[2023-2024, AL, 37]",7.865996367756609,1.7349714033499535,5.296497491884489,10.840862347680721,412.96252388180386,361.5509335018634,1.0028057197719067,0.08701566590289418,0.06594539338782425
"H[2023-2024, AL, 38]",6.501882296360011,1.748100809720267,3.998781508323849,9.690543187871913,342.394714219523,391.95235245504557,1.002603724452768,0.09372387299692433,0.07403676451944595
"H[2023-2024, AK, 0]",1.7017444673475917,0.28279641221739393,1.2961676236584079,2.1619990351469407,359.1038926151044,400.837797606043,1.0040232779876275,0.015131679230822332,0.010972844231583566
"H[2023-2024, AK, 1]",1.8952972078188375,0.2583735553557587,1.519294369038854,2.314747096421153,331.2295578596135,392.2583510421607,1.001886355949288,0.014197304893418175,0.009786356372771098
"H[2023-2024, AK, 2]",2.0267409461831885,0.2845442006831503,1.579726397995266,2.5111683628601904,208.81924969854717,248.50853097071214,1.009010190498873,0.019405592465423716,0.012839382937737894
"H[2023-2024, AK, 3]",2.3840050977995326,0.35285801186756066,1.8569945575605253,2.975371845527391,231.29607734778136,272.4495613475268,1.0023966265045332,0.023012883647792505,0.015381503389507216
"H[2023-2024, AK, 4]",3.524437650373851,0.6531693881721405,2.658183331185231,4.626127843848528,142.98134778215757,201.7440879831295,1.0052204939288523,0.055453754645671816,0.04541433879743962
"H[2023-2024, AK, 5]",4.636411625380137,0.8643160157241477,3.4176173429949226,6.022075603190642,464.5770062891095,386.21038232733895,1.0031116116657235,0.04002410618604381,0.02906083954798904
"H[2023-2024, AK, 6]",7.05110100040169,1.0466464114492122,5.405577520408275,8.952833214524617,494.78233833384485,347.9429849400724,1.0042287694879786,0.04698176849265406,0.037914467989500523
"H[2023-2024, AK, 7]",10.001369289218605,1.3653126703926537,8.017217061044127,12.173059080073578,349.2026178852774,301.36748377487476,1.005474252572615,0.07206517364912278,0.057473602765682225
"H[2023-2024, AK, 8]",13.243368008651464,1.4646850586612261,10.888700920887668,15.61675038299241,466.9229213139028,404.31389005455304,1.0027457371742006,0.06801378396749874,0.04546915306683814
"H[2023-2024, AK, 9]",19.59355216195851,2.012080208337135,16.55889110099757,22.940325905708548,478.8938541628088,435.4620405032311,1.0006350936971953,0.0918512037747907,0.06383149707278142
"H[2023-2024, AK, 10]",30.279122877064403,2.149528316849508,26.805596124689522,33.61084091182676,554.5892831867161,409.03943099024866,1.0051606585857273,0.09108068688264359,0.06285207836972775
"H[2023-2024, AK, 11]",37.281520572143165,2.816284787818591,33.1778610603094,41.841459295161044,485.8259846725434,381.6223589873742,0.9991095361509799,0.1284078676998966,0.08309969970215511
"H[2023-2024, AK, 12]",31.48354919522124,2.6730799374824192,27.4609622397569,36.23191107562868,417.3142979569516,295.13650024918303,1.0032104043547267,0.13129687509085447,0.09498648656520343
"H[2023-2024, AK, 13]",19.982898226612743,1.9655412773109482,17.141545916923857,23.53875081269868,431.3698814748123,412.5083052623347,0.9985232129459702,0.09439882561584138,0.06398215013022662
"H[2023-2024, AK, 14]",15.805503094346028,1.583212014159473,13.186360241752507,18.374778809072957,393.5650692317444,406.3970692437691,1.0042383862634978,0.08027625908942841,0.05312653651287741
"H[2023-2024, AK, 15]",14.440900705457038,1.693190493202116,11.827854625152858,17.15155373536056,411.52317991399224,382.75001293908286,1.0048670251077059,0.08297042161685173,0.0605019757452763
"H[2023-2024, AK, 16]",10.470602882914422,1.2245879318069601,8.57173979896325,12.394530115109472,444.60066968406824,399.7608360772138,1.010082685496938,0.05798360247203366,0.04047613064410276
"H[2023-2024, AK, 17]",6.505894056749603,0.9736425319936796,5.126185750763066,8.11124848580012,511.2298503153971,371.2680992908515,1.0009178641431984,0.043451892834539034,0.031190809805014336
"H[2023-2024, AK, 18]",5.128078664382407,0.7643737506381294,3.9857479875949537,6.380831010079041,466.2359557329685,427.18238046882215,1.0000587405330934,0.03540216422290945,0.025784356759022683
"H[2023-2024, AK, 19]",5.112619922678265,0.808717636861141,3.9169926018805272,6.310588236351112,424.73560118814436,406.7298752213388,0.9990899499835798,0.038334070632117814,0.030034337055720423
"H[2023-2024, AK, 20]",5.5842487074500795,0.801328281862231,4.356874834326383,6.907278227242283,355.8013440466854,375.8019090261715,1.0022711836118174,0.04273011038433173,0.032001321068240496
"H[2023-2024, AK, 21]",6.314909901504402,0.8405692269644066,5.022751178401291,7.611248562234363,381.4253377022089,356.90311445574974,1.0024983774529013,0.043441602584109354,0.03505737130212413
"H[2023-2024, AK, 22]",7.285658109949825,0.9514006720008079,5.8432618763683655,8.862959699012443,501.40462788976146,437.59565629327284,0.9990813631934553,0.04198269739942595,0.037406520670729804
"H[2023-2024, AK, 23]",7.991522616695821,0.9838192773724332,6.519625953110588,9.595720189725283,464.8911853201653,392.1206876846968,0.9991419301476607,0.045407312959615406,0.034784415855847274
"H[2023-2024, AK, 24]",8.170595658436307,1.048057929455838,6.5045188317099,9.856882586350679,403.40487303147313,321.123639009606,0.9975859627537834,0.0519565832411564,0.04343704659802782
"H[2023-2024, AK, 25]",7.695883752166792,1.0481627552075237,6.05143390943672,9.454703677472324,495.44394151276055,413.4391769675921,0.9984743058536641,0.04733394447108146,0.03154746051451883
"H[2023-2024, AK, 26]",6.93144030558158,0.9257594984580093,5.522744463011952,8.437154739449566,551.0358371481066,409.03337269397156,1.0033754310746308,0.0393989564882455,0.02759131931382862
"H[2023-2024, AK, 27]",6.814247366621575,0.9356631386922944,5.473269965749528,8.37211599367227,534.9051921122959,412.5971781826177,0.9976848338396626,0.04031018932877196,0.030476973408383925
"H[2023-2024, AK, 28]",7.282353259786318,1.032856316843868,5.637386652000342,8.925832586648646,570.1283538569444,446.14081145363247,1.003637173849206,0.04272681885342049,0.03044928504184217
"H[2023-2024, AK, 29]",7.787719763990118,1.0216255211633813,6.181428871058054,9.414305824097813,546.3718973710329,259.51863418382936,1.0029756848598668,0.04518221672214937,0.03331742020483288
"H[2023-2024, AK, 30]",8.568697559501112,1.04812526195054,6.994206666960173,10.32579154287759,478.68530018065536,423.9638151813554,1.002711223129925,0.04789428533565661,0.032350919433967784
"H[2023-2024, AK, 31]",8.831583546567122,1.1153563508484257,7.2072662832363275,10.655342447845044,476.5147958494344,432.23724840250554,0.9996622363352954,0.05154384401193234,0.03874319827069546
"H[2023-2024, AK, 32]",7.842984137168985,0.993483056890793,6.291387952414803,9.574836302995967,419.9652032500954,422.56532442691014,1.0123545749695375,0.048495714204001325,0.03559101350407784
"H[2023-2024, AK, 33]",6.254578267409762,0.8859649136868988,4.898992310609335,7.5960306421674115,310.7479348797994,326.87936594828096,0.999138915863812,0.049843134308125536,0.03936867553337718
"H[2023-2024, AK, 34]",4.659689847485963,0.7593941222191297,3.563400039966889,5.915218588654109,369.2289602956946,359.26097273419185,0.9996958922553684,0.03906217563888207,0.029036837285467507
"H[2023-2024, AK, 35]",3.6907753949486777,0.6289754108546968,2.701314003573704,4.767388258131562,514.2020204739362,312.39118539521485,1.0100874534134228,0.027428165030301384,0.02054169841346383
"H[2023-2024, AK, 36]",3.709204597577002,0.6357570668812641,2.7769285599592,4.693139232220288,476.6462658862911,316.95206212911506,1.0009509796285347,0.029452160435391898,0.02429005237681523
"H[2023-2024, AK, 37]",4.445811655102765,0.8590487482425901,3.176333704666753,5.913191868615728,577.6034182952471,417.1400450798012,1.0052355508164807,0.036355427757659646,0.02442612399209176
"H[2023-2024, AK, 38]",4.521047387815777,0.9993491229745314,3.022096676249978,6.2444933673340906,561.0898715838288,387.8621581477189,1.0096910495558915,0.04234761551414756,0.03131703131155836
"H[2023-2024, AZ, 0]",14.113989593018216,2.1660657113809894,10.91198926429767,17.42870540424368,444.2886481767475,386.79384940173924,1.0030317534245456,0.10331627000175668,0.08495295779672947
"H[2023-2024, AZ, 1]",14.80967773889173,1.653635045582871,12.405535805897427,17.437179197487836,424.74427320523967,369.40321587336604,0.9993579057779525,0.0796967921067338,0.057402429853070584
"H[2023-2024, AZ, 2]",15.493303980621016,1.661370159230524,12.926558562269586,18.209775476173075,353.42953941891756,266.29939268439676,1.0067279014003152,0.08724313252207085,0.05876298792528307
"H[2023-2024, AZ, 3]",16.21312946512818,1.9532813986468527,13.41297634645707,19.364697729884654,427.7614101658933,418.1735494143049,1.00552013449242,0.09385531844150125,0.06241106542809331
"H[2023-2024, AZ, 4]",16.70453193125948,2.1326168555050677,13.676879484549648,20.176378209355175,210.62870610014028,349.9786225972236,1.004260638286675,0.14619245101524508,0.10555854278450048
"H[2023-2024, AZ, 5]",16.913649884793287,2.829632306376117,12.791326630811072,21.13384439590871,602.9410118528598,343.7284674347284,1.0081917603666637,0.1170644998853382,0.09182803237372399
"H[2023-2024, AZ, 6]",17.829209489956423,3.03955258296589,13.559068099406044,22.97635298896576,801.3883107494365,407.19625606370175,0.9973532280835616,0.11261079106787683,0.09789362306846253
"H[2023-2024, AZ, 7]",20.87217282749623,3.503258442293925,15.682448562343108,27.039720021472434,606.5212223709885,425.17355284308684,1.009010725429447,0.14221827649593738,0.10395277761028011
"H[2023-2024, AZ, 8]",27.2168571044657,4.04347568011819,21.150215270133412,34.13092799136238,749.6754404657048,376.81175327775725,1.0097011597466319,0.14722723790993064,0.09467616901049393
"H[2023-2024, AZ, 9]",36.662687235999016,4.80599736026812,29.224554250243173,44.40371737488286,615.0476704942884,401.9827470910791,0.9959541276096091,0.1966532470549348,0.15915913274508298
"H[2023-2024, AZ, 10]",49.77763178380162,5.842468147847916,40.99918593751193,58.731381655051585,473.7292949305294,493.2699977722356,0.9967246003717176,0.2698271544728066,0.20471272295942802
"H[2023-2024, AZ, 11]",73.69374942800226,7.541674244465459,62.11629595580998,87.07088494732407,461.88522789734475,407.19625606370175,0.9970236945776798,0.35346877827520845,0.2527679443718265
"H[2023-2024, AZ, 12]",117.37746627547347,9.955929574596347,100.1717839841745,132.2439558322665,516.1307002464392,377.8839427244087,1.0040909555208852,0.4372028583224277,0.3058558384722541
"H[2023-2024, AZ, 13]",173.9940967003971,13.922205454904322,152.41414613751263,199.15552635011656,453.077356568408,333.9483349984561,1.0106640166341838,0.6390213098104076,0.44818413886799924
"H[2023-2024, AZ, 14]",226.48283085461756,17.120276867405586,200.04674533047282,254.61116446535183,495.43114277309314,357.88658623295487,0.9987848446531349,0.7782087358982296,0.5345097583323184
"H[2023-2024, AZ, 15]",283.8677910952045,20.720664919241635,251.118276820005,318.7440368498077,459.5003925614763,409.81257449560184,0.999708453315178,0.9602480140877304,0.6841805819914323
"H[2023-2024, AZ, 16]",383.23165850613606,25.85576347577505,341.1048045066919,428.18318813424145,490.2716975827901,431.300719297978,0.9990015002970363,1.1588409842263094,0.8277341082009728
"H[2023-2024, AZ, 17]",584.9008974393466,37.585309166580956,522.4251158291672,642.7967837680701,584.3525725333063,382.4000190647925,0.9989176084985012,1.5648875842380818,1.218901834371513
"H[2023-2024, AZ, 18]",913.8820992647123,51.34178035540576,831.5976902788838,999.0325712482121,448.4904316475188,380.39388055831404,1.009267323820041,2.4090483080097393,1.7571184475778583
"H[2023-2024, AZ, 19]",1138.4713104489933,65.1835406711122,1037.1985904480075,1242.324451916651,476.2275913579392,328.22780254065395,1.002867945951044,2.983431376858518,2.1813426554932067
"H[2023-2024, AZ, 20]",972.8109786929315,56.01492899522933,882.9488282948912,1061.4588798050784,486.68434511508076,414.06815722018945,1.0014416496641276,2.5454051254740553,1.6622475175148463
"H[2023-2024, AZ, 21]",726.6368840341421,45.73276074591399,661.1518318580768,802.1537219594636,341.74842332794395,384.06461862036554,0.9937863219468344,2.4819596589754025,2.0577392728283517
"H[2023-2024, AZ, 22]",635.7279282547911,42.69047484286558,574.0589978979128,708.6264450596364,397.5345524576074,423.120629907983,0.9964965998118849,2.1750045447577033,1.4830919973538055
"H[2023-2024, AZ, 23]",547.5600872832642,35.337933651302045,496.03359033753213,603.5097004707915,404.23774874723614,318.9016484534174,1.0079412905979495,1.7675850141736793,1.2433438484733852
"H[2023-2024, AZ, 24]",368.3059757779473,26.076764974805887,328.9028672480893,413.9764656450408,417.7013258377469,325.30381753855943,1.007671369930738,1.2835634332679515,0.9063109507037233
"H[2023-2024, AZ, 25]",231.70861107019687,18.73514859462841,202.52152640807222,261.9325545506198,413.91179051112647,309.3344517144937,1.0153594897772351,0.9281522847202895,0.7996369027808338
"H[2023-2024, AZ, 26]",196.3733466491529,14.226745558462955,175.2527536873852,220.0282427516159,479.97803840679217,456.6284577140869,0.999635372670841,0.6502913027306227,0.4985684968973882
"H[2023-2024, AZ, 27]",189.77262717274797,13.538982163692516,169.87960319293276,212.87581857038268,499.20757918554335,422.2231302667498,0.9943064654259158,0.6053311701789194,0.4449428171769706
"H[2023-2024, AZ, 28]",173.71996829535811,13.167990522800947,154.35046970442502,197.36105213454,634.4964574384167,455.54355156462384,1.002665195605803,0.5232641079153347,0.3940645338491137
"H[2023-2024, AZ, 29]",145.4980833739953,12.524886055297744,125.63514396253338,164.72619311608645,767.0907968669934,350.43696208768097,1.0047535458585588,0.4533069361780598,0.33822833109678596
"H[2023-2024, AZ, 30]",124.77838890615581,11.307692691652004,107.40462877067131,144.8523016504866,535.759528159563,380.49412373917477,1.0063032084400065,0.485078927003764,0.32401200114880285
"H[2023-2024, AZ, 31]",113.17551702731721,10.287694927870872,98.46940125108858,131.31064276281222,464.58047050612555,486.09586775521933,1.0031180946044305,0.48067424362907524,0.3586291359886559
"H[2023-2024, AZ, 32]",99.66106425513131,10.099300294502395,84.43804426975078,116.6690919839877,483.89280137893815,360.2333059149028,0.9995922311796794,0.45122109340511796,0.328753491202852
"H[2023-2024, AZ, 33]",83.58486469319926,8.493744413899455,70.77063780975188,97.40756918425973,505.30710861059055,428.05896845332194,0.9945450780724997,0.3822438829052071,0.2600930103298731
"H[2023-2024, AZ, 34]",77.55692821270605,7.7692045794239775,65.91325140470437,89.96792601208826,519.0820416778562,438.343274682111,1.0125729712907163,0.337195836471897,0.26045304307397443
"H[2023-2024, AZ, 35]",85.93633167532761,8.607983686624156,72.85938402076233,100.3250219226817,509.6887625914271,404.28158596709665,1.0106914105341802,0.3889222858609585,0.35627914373548075
"H[2023-2024, AZ, 36]",93.37676198819344,8.512883799034332,79.82177114149779,107.79269739750879,431.0084854110717,368.5671401168709,1.0066216726282708,0.41035309956925803,0.2804365247202351
"H[2023-2024, AZ, 37]",81.78853535003262,8.873708866750134,68.4617354046573,96.29982096021921,410.2625004417931,312.1772198681807,0.9984015231991918,0.43841283124461494,0.2797104505891668
"H[2023-2024, AZ, 38]",67.43485804084105,8.645429392746344,54.58410754960821,82.48758717704291,496.53784409871673,458.66999439971545,1.006280711427415,0.3871487078667237,0.30602794811927303
"H[2023-2024, AR, 0]",5.028401375997456,1.0011757078189476,3.596247561777224,6.831393556804037,406.6896970093671,389.37165910727043,1.002926575241997,0.05033392028875445,0.036977490630257036
"H[2023-2024, AR, 1]",5.029132798417151,0.8233780633764433,3.8765275180545347,6.592349912700453,474.14362693328144,339.12887108660175,1.0002950235936627,0.037918591310450805,0.024816289441392678
"H[2023-2024, AR, 2]",5.006612595058776,0.8026723916729911,3.839750025678427,6.432814866372305,432.8927150163323,368.4931758257221,1.00105875522329,0.03858332849809486,0.027599108922872297
"H[2023-2024, AR, 3]",5.057309602068339,0.8866510893662349,3.796265813150874,6.579426448616094,420.4409575592517,383.2111709221386,1.0026148893730302,0.04330806117384289,0.034662943294491814
"H[2023-2024, AR, 4]",5.510872630931349,0.9092835104353987,4.162478097985577,7.047619962117169,225.3674714801102,287.57690656746337,1.0145551345530797,0.06099165746286445,0.05057319645542221
"H[2023-2024, AR, 5]",7.158410236235251,1.3078244227602218,5.2678297347387995,9.385275921715976,336.81418960904074,323.7227409935961,1.0108123745683284,0.06755070524499422,0.04108624483050546
"H[2023-2024, AR, 6]",10.07156537834228,1.748941434582486,7.417538465147064,13.044326352734783,449.2222099802957,294.36666695174006,1.0088261289587679,0.08308252564931799,0.05459401248723141
"H[2023-2024, AR, 7]",12.323434063138833,2.003854954012709,9.21277279698037,15.629353549572478,383.1354066969579,349.88711678545786,1.0037408621318906,0.10278716223359927,0.07499404445212995
"H[2023-2024, AR, 8]",12.75233739323483,2.1165292951742836,9.5621221580772,16.099654256615775,477.35318333526544,446.4530418358693,1.0136654157153626,0.09599390828664131,0.07031289546268461
"H[2023-2024, AR, 9]",13.291142324116077,2.255984836083479,10.142832602474645,17.060775801502807,445.2910761649154,363.48957864384283,1.0071764750512584,0.10372344044259645,0.07689706357633604
"H[2023-2024, AR, 10]",15.087540995655841,2.3239646283336874,11.5695083671836,18.995575514174078,364.3196768306475,330.2666288033012,1.0095971295875739,0.12094549325071025,0.08060740473031906
"H[2023-2024, AR, 11]",17.78499685440328,2.5904178378384852,13.76016244419682,21.820217420663152,314.90149527774753,319.22965387655853,1.016251134574013,0.1464817724741247,0.10083480401298471
"H[2023-2024, AR, 12]",20.330503061766183,2.740064477803429,15.996567193882626,24.76062733412101,387.47172515337536,276.5106057348669,1.0034062797130383,0.1388409276190408,0.09138824723526986
"H[2023-2024, AR, 13]",22.5447636210755,3.029212245866622,18.01245617542588,27.2049452173963,460.60290705744046,361.3792668307149,1.0072321409037488,0.1407219177885279,0.09845452795858617
"H[2023-2024, AR, 14]",25.406050699121725,3.1081193203839246,20.83039265876067,30.490486596511758,488.0164951665364,455.31548610512675,0.9992034081568705,0.13799435009712266,0.09558114051470112
"H[2023-2024, AR, 15]",29.4025500511464,3.4005875170122417,24.04554519014968,34.79211441124401,684.821350682879,434.8187494748296,1.0039730998315608,0.12762954735253346,0.08909795255150857
"H[2023-2024, AR, 16]",36.36589441780673,3.5802877266570974,30.425345213899703,42.23786568006436,745.9661494125404,431.84079601990055,1.008420322274594,0.13175823085520846,0.09005347649319857
"H[2023-2024, AR, 17]",55.021346253077056,4.859951187311647,47.487370813543485,62.701416653463305,503.8631769173736,394.1786829586088,1.0008179708317808,0.21803957386733036,0.14528673551065346
"H[2023-2024, AR, 18]",104.3874122976294,7.3033505261551515,93.09188175017361,116.35024520402018,403.1210000715445,448.717739129216,1.0058007928816186,0.36650042161631924,0.23298872631432468
"H[2023-2024, AR, 19]",185.99392451676076,10.76244030214896,169.0855354440087,203.76395337538852,385.76315604431124,280.62291941753034,1.004058749134441,0.5491688269039204,0.3629667448659877
"H[2023-2024, AR, 20]",228.77948693677513,12.334337652953057,209.50667300207817,248.36260469888165,467.34827074857566,424.19646215218063,1.0048821161270158,0.571394233580639,0.43380706500955185
"H[2023-2024, AR, 21]",215.5927068655863,12.576244247780876,195.88210770353749,235.33371365349598,467.518901574609,370.245615116911,1.0039732632541052,0.5816165115157791,0.4394820520773178
"H[2023-2024, AR, 22]",222.38776150005535,12.485242714158815,202.60605211880073,242.93148379169367,553.3508638492126,409.38879502970195,0.9971043377327243,0.5380356739190588,0.3672168468031506
"H[2023-2024, AR, 23]",257.33702107615323,13.958316634739932,235.37341836320877,280.67453545280426,534.573848021446,390.47457404139516,1.0005287844036188,0.604605778085833,0.4578570922602727
"H[2023-2024, AR, 24]",275.8247475161331,14.998103563588751,252.7117427468902,301.03052509784635,354.02048121353255,370.6823146838866,1.0131831520475687,0.7890043759969693,0.7022870616141642
"H[2023-2024, AR, 25]",275.69984952670796,13.469120570518255,252.46499059917068,297.48712866534476,517.188720731318,349.13325109968844,1.011794466872859,0.5971983666478218,0.40849216258692583
"H[2023-2024, AR, 26]",269.8104168124215,13.930134937525516,248.64528774496182,292.2785680185695,538.4795002080403,407.69810628826394,0.9957351468163811,0.5950190770044994,0.4114112501468913
"H[2023-2024, AR, 27]",269.5634983289918,13.722563500503876,248.62530045199568,291.43740209330286,443.14665671192665,387.71702934342,1.007369444193258,0.6542491904700826,0.4415147551974634
"H[2023-2024, AR, 28]",269.5665215010235,14.411579233045087,247.5221528383079,291.8024539680858,471.30734723074687,371.77118703703565,1.003887137222529,0.6507678803827002,0.48653171354417885
"H[2023-2024, AR, 29]",242.2676626115557,13.008040733302517,221.92265236541132,264.2528027335254,436.02961623676475,418.73045462860523,1.0051509601115622,0.6253004712982035,0.4117979941274758
"H[2023-2024, AR, 30]",181.40144806800643,11.543413609924857,163.31200257666504,200.24716228203056,486.8443908966306,312.90515737679317,1.0014490735507997,0.5268768416449817,0.38570742834190924
"H[2023-2024, AR, 31]",119.69715717637662,8.420233543549472,106.23049337053541,133.86873805521086,546.2786331185688,330.9362227192106,1.001320690514093,0.3611118059313985,0.24232772094152819
"H[2023-2024, AR, 32]",81.4857792254923,6.965171851602485,71.44995182895836,94.71892907465815,453.1991680842309,340.66304259174484,0.9996769014659752,0.33418672982291886,0.24989839032737177
"H[2023-2024, AR, 33]",58.63753724141333,5.3231146963363445,50.999740753731274,68.26576443061342,376.40288937684994,393.7756117718633,0.9975723743353758,0.2797300835152189,0.19104700206308378
"H[2023-2024, AR, 34]",42.894178373985945,4.443784151487377,35.70598902762888,49.96696558249617,398.5728779997691,377.8533040113838,1.0099505768147514,0.22088232229323337,0.1596741722141352
