reference_date,target,horizon,location,output_type,output_type_id,value,target_end_date
2026-12-26,wk inc flu hosp,0,01,quantile,0.01,123,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.025,124,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.05,129,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.1,141,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.15,147,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.2,153,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.25,155,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.3,160,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.35,164,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.4,166,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.45,172,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.5,175,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.55,178,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.6,181,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.65,185,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.7,191,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.75,195,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.8,199,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.85,211,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.9,225,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.95,242,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.975,249,2026-12-26
2026-12-26,wk inc flu hosp,0,01,quantile,0.99,267,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.01,1,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.025,2,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.05,2,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.1,3,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.15,4,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.2,4,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.25,5,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.3,6,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.35,6,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.4,7,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.45,7,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.5,8,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.55,9,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.6,10,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.65,10,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.7,11,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.75,12,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.8,14,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.85,14,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.9,16,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.95,18,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.975,19,2026-12-26
2026-12-26,wk inc flu hosp,0,02,quantile,0.99,22,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.01,410,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.025,431,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.05,460,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.1,492,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.15,509,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.2,527,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.25,540,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.3,547,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.35,556,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.4,569,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.45,579,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.5,598,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.55,613,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.6,623,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.65,640,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.7,659,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.75,669,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.8,684,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.85,702,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.9,729,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.95,750,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.975,802,2026-12-26
2026-12-26,wk inc flu hosp,0,04,quantile,0.99,850,2026-12-26
2026-12-26,wk inc flu hosp,0,05,quantile,0.01,26,2026-12-26
2026-12-26,wk inc flu hosp,0,05,quantile,0.025,28,2026-12-26
2026-12-26,wk inc flu hosp,0,05,quantile,0.05,29,2026-12-26
2026-12-26,wk inc flu hosp,0,05,quantile,0.1,31,2026-12-26
2026-12-26,wk inc flu hosp,0,05,quantile,0.15,35,2026-12-26
2026-12-26,wk inc flu hosp,0,05,quantile,0.2,36,2026-12-26
