reference_date,target,horizon,location,output_type,output_type_id,value,target_end_date
2027-02-13,wk inc flu hosp,0,01,quantile,0.01,242,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.025,253,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.05,258,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.1,276,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.15,287,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.2,294,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.25,301,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.3,307,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.35,310,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.4,318,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.45,324,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.5,332,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.55,337,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.6,344,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.65,349,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.7,356,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.75,362,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.8,370,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.85,377,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.9,385,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.95,403,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.975,421,2027-02-13
2027-02-13,wk inc flu hosp,0,01,quantile,0.99,429,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.01,13,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.025,15,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.05,16,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.1,18,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.15,19,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.2,21,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.25,21,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.3,22,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.35,23,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.4,24,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.45,26,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.5,26,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.55,27,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.6,28,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.65,29,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.7,30,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.75,32,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.8,34,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.85,35,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.9,37,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.95,42,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.975,44,2027-02-13
2027-02-13,wk inc flu hosp,0,02,quantile,0.99,45,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.01,284,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.025,311,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.05,320,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.1,340,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.15,349,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.2,362,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.25,370,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.3,375,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.35,384,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.4,394,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.45,403,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.5,412,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.55,419,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.6,432,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.65,445,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.7,452,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.75,462,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.8,470,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.85,481,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.9,494,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.95,522,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.975,545,2027-02-13
2027-02-13,wk inc flu hosp,0,04,quantile,0.99,570,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.01,286,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.025,302,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.05,321,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.1,343,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.15,350,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.2,357,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.25,362,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.3,369,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.35,377,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.4,382,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.45,387,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.5,394,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.55,399,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.6,403,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.65,407,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.7,416,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.75,421,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.8,434,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.85,443,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.9,458,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.95,468,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.975,490,2027-02-13
2027-02-13,wk inc flu hosp,0,05,quantile,0.99,504,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.01,1176,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.025,1290,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.05,1359,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.1,1420,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.15,1491,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.2,1516,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.25,1539,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.3,1571,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.35,1587,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.4,1622,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.45,1657,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.5,1696,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.55,1720,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.6,1736,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.65,1783,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.7,1813,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.75,1865,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.8,1896,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.85,1947,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.9,2012,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.95,2105,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.975,2193,2027-02-13
2027-02-13,wk inc flu hosp,0,06,quantile,0.99,2266,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.01,226,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.025,233,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.05,248,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.1,258,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.15,264,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.2,278,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.25,284,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.3,288,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.35,293,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.4,300,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.45,305,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.5,308,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.55,312,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.6,318,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.65,321,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.7,328,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.75,333,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.8,340,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.85,349,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.9,357,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.95,378,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.975,398,2027-02-13
2027-02-13,wk inc flu hosp,0,08,quantile,0.99,417,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.01,146,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.025,149,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.05,157,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.1,173,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.15,179,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.2,186,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.25,190,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.3,197,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.35,203,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.4,208,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.45,214,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.5,216,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.55,221,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.6,223,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.65,227,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.7,232,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.75,238,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.8,249,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.85,255,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.9,262,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.95,273,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.975,304,2027-02-13
2027-02-13,wk inc flu hosp,0,09,quantile,0.99,335,2027-02-13
2027-02-13,wk inc flu hosp,0,10,quantile,0.01,72,2027-02-13
2027-02-13,wk inc flu hosp,0,10,quantile,0.025,79,2027-02-13
2027-02-13,wk inc flu hosp,0,10,quantile,0.05,82,2027-02-13
2027-02-13,wk inc flu hosp,0,10,quantile,0.1,86,2027-02-13
2027-02-13,wk inc flu hosp,0,10,quantile,0.15,90,2027-02-13
2027-02-13,wk inc flu hosp,0,10,quantile,0.2,95,2027-02-13
2027-02-13,wk inc flu hosp,0,10,quantile,0.25,97,2027-02-13
2027-02-13,wk inc flu hosp,0,10,quantile,0.3,100,2027-02-13
2027-02-13,wk inc flu hosp,0,10,quantile,0.35,104,2027-02-13
2027-02-13,wk inc flu hosp,0,10,quantile,0.4,107,2027-02-13
2027-02-13,wk inc flu hosp,0,10,quantile,0.45,111,2027-02-13
2027-02-13,wk inc flu hosp,0,10,quantile,0.5,112,2027-02-13
