training_name,reference_date,location,horizon,WIS,MAE
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,21,2,0.12434144314241252,0.22159880864799142
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,21,3,0.33189687967048487,0.48091566269671837
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,22,0,0.04106614349428952,0.0743376196458323
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,22,1,0.0749571841144202,0.12687400735763532
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,22,2,0.06213612967634687,0.031987675493397205
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,22,3,0.1735519018661025,0.3050971140534591
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,23,0,0.045583972478849905,0.06414412160573857
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,23,1,0.05356716874928597,0.03035646248059365
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,23,2,0.15410636810001105,0.3002925800437106
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,23,3,0.2980791616986286,0.485507815781701
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,24,0,0.061796688747973366,0.11463936755341653
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,24,1,0.1115032156471084,0.20825493882045887
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,24,2,0.2368050703403469,0.39900930776529364
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,24,3,0.4283962098453263,0.6252785362852746
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,25,0,0.043670238409149215,0.07418489818937601
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,25,1,0.35276824347756713,0.4932749520836843
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,25,2,0.6036308437174241,0.7730237338757018
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,25,3,0.6144115622694896,0.8369221707085499
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,26,0,0.03308914354241585,0.027721802930272155
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,26,1,0.10231591726355083,0.1982126259769501
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,26,2,0.23973363339864084,0.42832815811573877
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,26,3,0.21141604586211385,0.383204758233636
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,27,0,0.05570677293534932,0.09653792704264763
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,27,1,0.07065550692573534,0.12855513263829454
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,27,2,0.11837052174964498,0.208935205312045
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,27,3,0.1042936338051468,0.18859116980754997
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,28,0,0.04682953504391839,0.07885857491231985
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,28,1,0.06785057768012012,0.10680455923005994
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,28,2,0.06345536018973234,0.03688361343055391
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,28,3,0.24704769191913914,0.42725246229307157
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,29,0,0.09652914143289654,0.16448985893598778
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,29,1,0.14635550158626676,0.2363129371783721
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,29,2,0.23751813970857674,0.3850273585295998
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,29,3,0.4298143695855426,0.586924967304638
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,30,0,0.16037906138700694,0.2700271372130594
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,30,1,0.08672892686898097,0.152676840208958
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,30,2,0.07282855733325422,0.029558802241544058
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,30,3,0.13886886286927483,0.24027983355719673
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,31,0,0.1488213400101065,0.24737084664953368
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,31,1,0.2385579096776652,0.3669776751223184
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,31,2,0.35910329072112707,0.5215784155422529
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,31,3,0.39297168771562224,0.6007738604289301
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,32,0,0.051488082286786224,0.0909717782057271
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,32,1,0.11479192329337157,0.19971329950582373
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,32,2,0.10851623867668175,0.19671029424605369
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,32,3,0.16578985488359357,0.2751819096875492
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,33,0,0.03757874178474961,0.027615167032973176
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,33,1,0.05265561675726331,0.022884293833588032
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,33,2,0.21529110600229373,0.39304258810960757
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,33,3,0.23778911956761048,0.45953232937844035
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,34,0,0.06774906316886262,0.13404601653158377
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,34,1,0.3104697744269817,0.44865363815205317
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,34,2,0.4667137768600481,0.6458942957094003
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,34,3,0.5484376867570899,0.7661723155748357
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,35,0,0.07473103748902063,0.15541410387403065
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,35,1,0.17150026597818907,0.31639217833421185
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,35,2,0.21332859363828685,0.3650315385296743
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,35,3,0.446384432348832,0.6931471805599454
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,36,0,0.0405961206872235,0.06449276606446919
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,36,1,0.20824935230411645,0.33367937212157983
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,36,2,0.2959227151526017,0.47240702044753036
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,36,3,0.3964376432735336,0.5963624997351937
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,37,0,0.031221746241009405,0.028049303809900117
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,37,1,0.06811416809364419,0.12725161912606886
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,37,2,0.19566056002051235,0.33792890111767715
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,37,3,0.45691160861855795,0.7103485429184921
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,38,0,0.0661033659399572,0.09097177820572666
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,38,1,0.06574391031464685,0.03774032798284699
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,38,2,0.09876400812790309,0.17494144949633172
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,38,3,0.07794362271089615,0.12095261041766259
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,39,0,0.0732128604367949,0.1414812390334168
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,39,1,0.22141703117464348,0.33547273628812935
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,39,2,0.37026161845149097,0.5487324657780297
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,39,3,0.7671741294177598,0.9268504920891569
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,40,0,0.045594832748957044,0.07825219689974805
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,40,1,0.04123763154992487,0.01945242592681584
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,40,2,0.08958230135206163,0.15091338337746762
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,40,3,0.2700891335003788,0.44328941677550393
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,41,0,0.11135393433157136,0.2049762473587604
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,41,1,0.32135812468557917,0.48887750949075226
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,41,2,0.2941275702793428,0.4542120206178071
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,41,3,0.5543260424866767,0.7640430021929827
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,42,0,0.028740189069009117,0.0004509582940013246
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,42,1,0.09232484375407408,0.19986207649165166
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,42,2,0.2805803772230003,0.4359155752509505
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,42,3,0.40482620067181113,0.5756246361916011
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,44,0,0.11967996214394912,0.2158883804330376
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,44,1,0.30297136154080906,0.5092243423990164
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,44,2,0.25219927879306875,0.4746656423515465
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,44,3,0.43059073121620517,0.6668298722425714
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,45,0,0.04645011902469462,0.082738127095209
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,45,1,0.06999268298075403,0.10666472190725074
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,45,2,0.20531764662498206,0.3589450924732711
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,45,3,0.35554643334739705,0.5289567862845042
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,46,0,0.04326036932728395,0.022223136784710107
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,46,1,0.10417729543548163,0.18005140825941623
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,46,2,0.34369857985512986,0.5826053061601217
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,46,3,0.17324779908766252,0.34294475112683065
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,47,0,0.09130673493471322,0.1582532496840363
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,47,1,0.04798815178739383,0.07478001518976818
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,47,2,0.04818356263813017,0.015844329021151182
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,47,3,0.1522735103829043,0.2764895320195029
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,48,0,0.07905155285055425,0.13601970314520084
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,48,1,0.04677075972115927,0.013540920529759859
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,48,2,0.13556225699563185,0.27174245603962355
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,48,3,0.2428208793728621,0.42213040256953516
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,49,0,0.13360468438681694,0.21747781377853315
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,49,1,0.11957442819618852,0.2023222235006248
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,49,2,0.18576869459617354,0.3270431463323611
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,49,3,0.1486938000979764,0.2623642644674904
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,50,0,0.07808600557987379,0.14745273114313084
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,50,1,0.1256094984823588,0.23638877806423064
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,50,2,0.14020850116146455,0.2674793651342613
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,50,3,0.14860178222493778,0.2876820724517808
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,51,0,0.06410328866774263,0.12078676835420676
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,51,1,0.18795628439697504,0.2974886026534902
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,51,2,0.23216074359630928,0.3885360460077161
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,51,3,0.5255281050190033,0.7089786457766261
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,53,0,0.1452392955935834,0.22903334537027398
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,53,1,0.4426816088957305,0.5873311877819694
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,53,2,0.4378019380960918,0.6373324014535484
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,53,3,0.36500622888383094,0.5712014141999502
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,54,0,0.14393268776051207,0.21395436458631778
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,54,1,0.1998480636423465,0.3343550190080746
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,54,2,0.32414917153155265,0.4894941902499328
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,54,3,0.43778308579908604,0.6162758215009143
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,55,0,0.03696668491186376,0.06505705887280921
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,55,1,0.2581411017573097,0.39969475164682766
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,55,2,0.3619045421742397,0.5217611546429692
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,55,3,0.4984365675816531,0.6509298560640531
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,56,0,0.21046040376386013,0.36848610486707667
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,56,1,0.20950793116997843,0.38299225225610556
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,56,2,0.23371530128208728,0.44183275227903973
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,56,3,0.35819212519506516,0.5996211225491219
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,72,0,0.0650499355350951,0.07830085041375856
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,72,1,0.08888634702204831,0.026733062197068946
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,72,2,0.19250621778574004,0.3734774326147674
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-20,72,3,0.11705650950920769,0.09356877753578896
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,01,0,0.027390550484818248,0.0218986853076375
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,01,1,0.11427966061648953,0.22184681458614364
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,01,2,0.2974955012441279,0.4786685121314589
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,01,3,0.4063354273728548,0.6332230841662039
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,02,0,0.15693429488029392,0.2623642644674913
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,02,1,0.29949672192526033,0.5225216635291821
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,02,2,0.26736130614013787,0.5065612249795328
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,02,3,0.2962233148593781,0.6112300580920587
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,04,0,0.17480324208437312,0.2640351086323083
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,04,1,0.24263339043832044,0.4036011746701016
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,04,2,0.23254697165625293,0.4299735271368954
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,04,3,0.5674184426673852,0.8042611599270408
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,05,0,0.02751369190902425,0.020877585021555234
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,05,1,0.1332641044968645,0.23601006190745988
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,05,2,0.2503770933035849,0.41700686854833613
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,05,3,0.688305629543058,0.9057258225539382
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,06,0,0.10307039472792337,0.18116698890700356
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,06,1,0.13722804258220128,0.23658504066421848
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,06,2,0.14614330520012708,0.26495382137422396
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,06,3,0.5107866970610221,0.6926468052680441
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,08,0,0.08071480713997675,0.15216851862326664
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,08,1,0.13472516136419072,0.25648802729511466
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,08,2,0.1934570757695867,0.35667494393873245
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,08,3,0.6577773921665073,0.8620138450197166
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,09,0,0.14298459942247443,0.24800358863360472
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,09,1,0.3150399277052725,0.46366334735115267
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,09,2,0.5230931099991527,0.7245223031276984
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,09,3,0.7443183563905315,0.9584569552571924
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,10,0,0.11827367936959023,0.22450317083024984
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,10,1,0.13608926986147243,0.25642952894767657
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,10,2,0.29232468716718624,0.502091943797236
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,10,3,0.8090786481203065,1.0625072840259935
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,11,0,0.17659229091976614,0.31015492830383984
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,11,1,0.3081358464445725,0.5310913212255741
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,11,2,0.5457449810222321,0.8774508985578913
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,11,3,0.4438300817060995,0.766942506158049
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,12,0,0.031443564777595884,0.04448172646434401
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,12,1,0.07491125546001766,0.13886752874965147
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,12,2,0.14178622664848414,0.2498226614083583
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,12,3,0.4156843817943428,0.6016151728386534
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,13,0,0.03392750673475707,0.035696097573882035
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,13,1,0.06527697716766587,0.11597069476984156
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,13,2,0.2715890470711252,0.4054651081081637
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,13,3,0.5757938343008007,0.7337255400442775
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,15,0,0.04449333119771797,0.010050335853501124
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,15,1,0.06250821012642833,0.08894748601649605
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,15,2,0.10535290979094249,0.17062551703076334
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,15,3,0.822640456355684,1.0986122886681096
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,16,0,0.2634683628534646,0.3785576551882395
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,16,1,0.11006967229203307,0.19845093872383845
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,16,2,0.32959700861790703,0.527435678331611
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,16,3,0.7525782089352591,0.9357885275874231
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,17,0,0.06937144561169058,0.1181812040868877
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,17,1,0.2242953732364522,0.34585871262957557
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,17,2,0.3039553077589801,0.47553796936975345
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,17,3,0.6542567447672855,0.8477226872766384
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,18,0,0.07263955564131828,0.12702291659772857
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,18,1,0.1631752684742977,0.2821154576797271
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,18,2,0.3781065322741386,0.5458038789607116
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,18,3,0.8888147210363692,1.0879489332023615
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,19,0,0.07333871652468534,0.14385527596615866
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,19,1,0.07000061996662403,0.1198685421474055
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,19,2,0.32570977330460954,0.5372343857392874
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,19,3,0.7474349470704192,0.9537089467925322
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,20,0,0.02897689774894204,0.0
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,20,1,0.14132622278357512,0.268263986594679
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,20,2,0.17895970658849078,0.31775952768905924
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,20,3,0.7286941566652851,0.9050148814477108
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,21,0,0.02795928176758089,0.042343328054808005
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,21,1,0.11410420743221575,0.20197284419124273
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,21,2,0.2507689681774276,0.4251243030683032
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,21,3,0.5654591555787575,0.7911275889201494
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,22,0,0.03224587445603462,0.02907626408150854
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,22,1,0.11076948721724274,0.20500683962503796
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,22,2,0.27032859396628306,0.439126390681297
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,22,3,0.6164542593968956,0.8658763376624599
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,23,0,0.0827766493752621,0.1619328202693131
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,23,1,0.08447573129837885,0.1635336429283214
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,23,2,0.1258937347514707,0.24512245803298516
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,23,3,0.3279771169031551,0.5451377687547696
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,24,0,0.035760588456043435,0.040230686727328546
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,24,1,0.10067465125456351,0.20207371217774295
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,24,2,0.18141327624635778,0.35981960061820395
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,24,3,0.5877952898067867,0.9135770260025593
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,25,0,0.2682265441548438,0.3530739317651381
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,25,1,0.5040117639642181,0.6226876369971936
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,25,2,0.4429871831357733,0.6336057868689284
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,25,3,0.6206267260869504,0.8418553738933152
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,26,0,0.1331353732696522,0.23026665226703358
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,26,1,0.29603572637252895,0.42560521565728227
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,26,2,0.18873070015284493,0.3274983012774202
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,26,3,0.4599954786057096,0.6671466788347988
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,27,0,0.033237574037356006,0.003603607503298356
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,27,1,0.05704599168019685,0.07203112820888258
exclude_None-a_garch_0.0-b_garch_0.0_phi_0.375,2027-02-27,27,2,0.06189651362164011,0.06296495669014046
