,reference_date,target,horizon,location,output_type,output_type_id,value,target_end_date
957,2026-03-28,wk inc flu hosp,0,46,quantile,0.65,117,2026-03-28
958,2026-03-28,wk inc flu hosp,0,46,quantile,0.7,122,2026-03-28
959,2026-03-28,wk inc flu hosp,0,46,quantile,0.75,126,2026-03-28
960,2026-03-28,wk inc flu hosp,0,46,quantile,0.8,130,2026-03-28
961,2026-03-28,wk inc flu hosp,0,46,quantile,0.85,134,2026-03-28
962,2026-03-28,wk inc flu hosp,0,46,quantile,0.9,139,2026-03-28
963,2026-03-28,wk inc flu hosp,0,46,quantile,0.95,143,2026-03-28
964,2026-03-28,wk inc flu hosp,0,46,quantile,0.975,145,2026-03-28
965,2026-03-28,wk inc flu hosp,0,46,quantile,0.99,146,2026-03-28
966,2026-03-28,wk inc flu hosp,0,47,quantile,0.01,773,2026-03-28
967,2026-03-28,wk inc flu hosp,0,47,quantile,0.025,777,2026-03-28
968,2026-03-28,wk inc flu hosp,0,47,quantile,0.05,785,2026-03-28
969,2026-03-28,wk inc flu hosp,0,47,quantile,0.1,799,2026-03-28
970,2026-03-28,wk inc flu hosp,0,47,quantile,0.15,814,2026-03-28
971,2026-03-28,wk inc flu hosp,0,47,quantile,0.2,829,2026-03-28
972,2026-03-28,wk inc flu hosp,0,47,quantile,0.25,844,2026-03-28
973,2026-03-28,wk inc flu hosp,0,47,quantile,0.3,858,2026-03-28
974,2026-03-28,wk inc flu hosp,0,47,quantile,0.35,871,2026-03-28
975,2026-03-28,wk inc flu hosp,0,47,quantile,0.4,881,2026-03-28
976,2026-03-28,wk inc flu hosp,0,47,quantile,0.45,890,2026-03-28
977,2026-03-28,wk inc flu hosp,0,47,quantile,0.5,900,2026-03-28
978,2026-03-28,wk inc flu hosp,0,47,quantile,0.55,909,2026-03-28
979,2026-03-28,wk inc flu hosp,0,47,quantile,0.6,918,2026-03-28
980,2026-03-28,wk inc flu hosp,0,47,quantile,0.65,928,2026-03-28
981,2026-03-28,wk inc flu hosp,0,47,quantile,0.7,942,2026-03-28
982,2026-03-28,wk inc flu hosp,0,47,quantile,0.75,959,2026-03-28
983,2026-03-28,wk inc flu hosp,0,47,quantile,0.8,976,2026-03-28
984,2026-03-28,wk inc flu hosp,0,47,quantile,0.85,993,2026-03-28
985,2026-03-28,wk inc flu hosp,0,47,quantile,0.9,1009,2026-03-28
986,2026-03-28,wk inc flu hosp,0,47,quantile,0.95,1026,2026-03-28
987,2026-03-28,wk inc flu hosp,0,47,quantile,0.975,1035,2026-03-28
988,2026-03-28,wk inc flu hosp,0,47,quantile,0.99,1040,2026-03-28
989,2026-03-28,wk inc flu hosp,0,48,quantile,0.01,2864,2026-03-28
990,2026-03-28,wk inc flu hosp,0,48,quantile,0.025,2867,2026-03-28
991,2026-03-28,wk inc flu hosp,0,48,quantile,0.05,2870,2026-03-28
992,2026-03-28,wk inc flu hosp,0,48,quantile,0.1,2878,2026-03-28
993,2026-03-28,wk inc flu hosp,0,48,quantile,0.15,2885,2026-03-28
994,2026-03-28,wk inc flu hosp,0,48,quantile,0.2,2892,2026-03-28
995,2026-03-28,wk inc flu hosp,0,48,quantile,0.25,2900,2026-03-28
996,2026-03-28,wk inc flu hosp,0,48,quantile,0.3,2907,2026-03-28
997,2026-03-28,wk inc flu hosp,0,48,quantile,0.35,2912,2026-03-28
998,2026-03-28,wk inc flu hosp,0,48,quantile,0.4,2913,2026-03-28
999,2026-03-28,wk inc flu hosp,0,48,quantile,0.45,2914,2026-03-28
1000,2026-03-28,wk inc flu hosp,0,48,quantile,0.5,2916,2026-03-28
1001,2026-03-28,wk inc flu hosp,0,48,quantile,0.55,2917,2026-03-28
1002,2026-03-28,wk inc flu hosp,0,48,quantile,0.6,2918,2026-03-28
1003,2026-03-28,wk inc flu hosp,0,48,quantile,0.65,2919,2026-03-28
1004,2026-03-28,wk inc flu hosp,0,48,quantile,0.7,2922,2026-03-28
1005,2026-03-28,wk inc flu hosp,0,48,quantile,0.75,2926,2026-03-28
1006,2026-03-28,wk inc flu hosp,0,48,quantile,0.8,2930,2026-03-28
1007,2026-03-28,wk inc flu hosp,0,48,quantile,0.85,2934,2026-03-28
1008,2026-03-28,wk inc flu hosp,0,48,quantile,0.9,2939,2026-03-28
1009,2026-03-28,wk inc flu hosp,0,48,quantile,0.95,2943,2026-03-28
1010,2026-03-28,wk inc flu hosp,0,48,quantile,0.975,2945,2026-03-28
1011,2026-03-28,wk inc flu hosp,0,48,quantile,0.99,2946,2026-03-28
1012,2026-03-28,wk inc flu hosp,0,49,quantile,0.01,93,2026-03-28
1013,2026-03-28,wk inc flu hosp,0,49,quantile,0.025,95,2026-03-28
1014,2026-03-28,wk inc flu hosp,0,49,quantile,0.05,99,2026-03-28
1015,2026-03-28,wk inc flu hosp,0,49,quantile,0.1,108,2026-03-28
1016,2026-03-28,wk inc flu hosp,0,49,quantile,0.15,116,2026-03-28
1017,2026-03-28,wk inc flu hosp,0,49,quantile,0.2,125,2026-03-28
1018,2026-03-28,wk inc flu hosp,0,49,quantile,0.25,133,2026-03-28
1019,2026-03-28,wk inc flu hosp,0,49,quantile,0.3,141,2026-03-28
1020,2026-03-28,wk inc flu hosp,0,49,quantile,0.35,147,2026-03-28
1021,2026-03-28,wk inc flu hosp,0,49,quantile,0.4,148,2026-03-28
1022,2026-03-28,wk inc flu hosp,0,49,quantile,0.45,149,2026-03-28
1023,2026-03-28,wk inc flu hosp,0,49,quantile,0.5,150,2026-03-28
1024,2026-03-28,wk inc flu hosp,0,49,quantile,0.55,152,2026-03-28
1025,2026-03-28,wk inc flu hosp,0,49,quantile,0.6,153,2026-03-28
1026,2026-03-28,wk inc flu hosp,0,49,quantile,0.65,154,2026-03-28
1027,2026-03-28,wk inc flu hosp,0,49,quantile,0.7,154,2026-03-28
1028,2026-03-28,wk inc flu hosp,0,49,quantile,0.75,154,2026-03-28
1029,2026-03-28,wk inc flu hosp,0,49,quantile,0.8,154,2026-03-28
1030,2026-03-28,wk inc flu hosp,0,49,quantile,0.85,154,2026-03-28
1031,2026-03-28,wk inc flu hosp,0,49,quantile,0.9,154,2026-03-28
1032,2026-03-28,wk inc flu hosp,0,49,quantile,0.95,154,2026-03-28
1033,2026-03-28,wk inc flu hosp,0,49,quantile,0.975,154,2026-03-28
1034,2026-03-28,wk inc flu hosp,0,49,quantile,0.99,154,2026-03-28
1035,2026-03-28,wk inc flu hosp,0,50,quantile,0.01,98,2026-03-28
1036,2026-03-28,wk inc flu hosp,0,50,quantile,0.025,98,2026-03-28
1037,2026-03-28,wk inc flu hosp,0,50,quantile,0.05,98,2026-03-28
1038,2026-03-28,wk inc flu hosp,0,50,quantile,0.1,98,2026-03-28
1039,2026-03-28,wk inc flu hosp,0,50,quantile,0.15,98,2026-03-28
1040,2026-03-28,wk inc flu hosp,0,50,quantile,0.2,98,2026-03-28
1041,2026-03-28,wk inc flu hosp,0,50,quantile,0.25,98,2026-03-28
1042,2026-03-28,wk inc flu hosp,0,50,quantile,0.3,98,2026-03-28
1043,2026-03-28,wk inc flu hosp,0,50,quantile,0.35,99,2026-03-28
1044,2026-03-28,wk inc flu hosp,0,50,quantile,0.4,104,2026-03-28
1045,2026-03-28,wk inc flu hosp,0,50,quantile,0.45,108,2026-03-28
1046,2026-03-28,wk inc flu hosp,0,50,quantile,0.5,112,2026-03-28
1047,2026-03-28,wk inc flu hosp,0,50,quantile,0.55,116,2026-03-28
1048,2026-03-28,wk inc flu hosp,0,50,quantile,0.6,120,2026-03-28
1049,2026-03-28,wk inc flu hosp,0,50,quantile,0.65,125,2026-03-28
1050,2026-03-28,wk inc flu hosp,0,50,quantile,0.7,127,2026-03-28
1051,2026-03-28,wk inc flu hosp,0,50,quantile,0.75,128,2026-03-28
1052,2026-03-28,wk inc flu hosp,0,50,quantile,0.8,129,2026-03-28
1053,2026-03-28,wk inc flu hosp,0,50,quantile,0.85,130,2026-03-28
1054,2026-03-28,wk inc flu hosp,0,50,quantile,0.9,131,2026-03-28
1055,2026-03-28,wk inc flu hosp,0,50,quantile,0.95,132,2026-03-28
1056,2026-03-28,wk inc flu hosp,0,50,quantile,0.975,132,2026-03-28
1057,2026-03-28,wk inc flu hosp,0,50,quantile,0.99,133,2026-03-28
1058,2026-03-28,wk inc flu hosp,0,51,quantile,0.01,554,2026-03-28
1059,2026-03-28,wk inc flu hosp,0,51,quantile,0.025,555,2026-03-28
1060,2026-03-28,wk inc flu hosp,0,51,quantile,0.05,556,2026-03-28
1061,2026-03-28,wk inc flu hosp,0,51,quantile,0.1,559,2026-03-28
1062,2026-03-28,wk inc flu hosp,0,51,quantile,0.15,562,2026-03-28
1063,2026-03-28,wk inc flu hosp,0,51,quantile,0.2,566,2026-03-28
1064,2026-03-28,wk inc flu hosp,0,51,quantile,0.25,569,2026-03-28
1065,2026-03-28,wk inc flu hosp,0,51,quantile,0.3,572,2026-03-28
1066,2026-03-28,wk inc flu hosp,0,51,quantile,0.35,576,2026-03-28
1067,2026-03-28,wk inc flu hosp,0,51,quantile,0.4,581,2026-03-28
1068,2026-03-28,wk inc flu hosp,0,51,quantile,0.45,586,2026-03-28
1069,2026-03-28,wk inc flu hosp,0,51,quantile,0.5,592,2026-03-28
1070,2026-03-28,wk inc flu hosp,0,51,quantile,0.55,597,2026-03-28
1071,2026-03-28,wk inc flu hosp,0,51,quantile,0.6,602,2026-03-28
1072,2026-03-28,wk inc flu hosp,0,51,quantile,0.65,607,2026-03-28
1073,2026-03-28,wk inc flu hosp,0,51,quantile,0.7,610,2026-03-28
1074,2026-03-28,wk inc flu hosp,0,51,quantile,0.75,611,2026-03-28
1075,2026-03-28,wk inc flu hosp,0,51,quantile,0.8,612,2026-03-28
1076,2026-03-28,wk inc flu hosp,0,51,quantile,0.85,613,2026-03-28
1077,2026-03-28,wk inc flu hosp,0,51,quantile,0.9,614,2026-03-28
1078,2026-03-28,wk inc flu hosp,0,51,quantile,0.95,615,2026-03-28
1079,2026-03-28,wk inc flu hosp,0,51,quantile,0.975,615,2026-03-28
1080,2026-03-28,wk inc flu hosp,0,51,quantile,0.99,616,2026-03-28
1081,2026-03-28,wk inc flu hosp,0,53,quantile,0.01,316,2026-03-28
1082,2026-03-28,wk inc flu hosp,0,53,quantile,0.025,317,2026-03-28
1083,2026-03-28,wk inc flu hosp,0,53,quantile,0.05,318,2026-03-28
1084,2026-03-28,wk inc flu hosp,0,53,quantile,0.1,321,2026-03-28
1085,2026-03-28,wk inc flu hosp,0,53,quantile,0.15,324,2026-03-28
1086,2026-03-28,wk inc flu hosp,0,53,quantile,0.2,328,2026-03-28
1087,2026-03-28,wk inc flu hosp,0,53,quantile,0.25,331,2026-03-28
1088,2026-03-28,wk inc flu hosp,0,53,quantile,0.3,334,2026-03-28
1089,2026-03-28,wk inc flu hosp,0,53,quantile,0.35,337,2026-03-28
1090,2026-03-28,wk inc flu hosp,0,53,quantile,0.4,342,2026-03-28
1091,2026-03-28,wk inc flu hosp,0,53,quantile,0.45,346,2026-03-28
1092,2026-03-28,wk inc flu hosp,0,53,quantile,0.5,350,2026-03-28
1093,2026-03-28,wk inc flu hosp,0,53,quantile,0.55,354,2026-03-28
1094,2026-03-28,wk inc flu hosp,0,53,quantile,0.6,358,2026-03-28
1095,2026-03-28,wk inc flu hosp,0,53,quantile,0.65,363,2026-03-28
1096,2026-03-28,wk inc flu hosp,0,53,quantile,0.7,365,2026-03-28
1097,2026-03-28,wk inc flu hosp,0,53,quantile,0.75,368,2026-03-28
1098,2026-03-28,wk inc flu hosp,0,53,quantile,0.8,370,2026-03-28
1099,2026-03-28,wk inc flu hosp,0,53,quantile,0.85,372,2026-03-28
1100,2026-03-28,wk inc flu hosp,0,53,quantile,0.9,374,2026-03-28
1101,2026-03-28,wk inc flu hosp,0,53,quantile,0.95,376,2026-03-28
1102,2026-03-28,wk inc flu hosp,0,53,quantile,0.975,377,2026-03-28
1103,2026-03-28,wk inc flu hosp,0,53,quantile,0.99,378,2026-03-28
1104,2026-03-28,wk inc flu hosp,0,54,quantile,0.01,424,2026-03-28
1105,2026-03-28,wk inc flu hosp,0,54,quantile,0.025,429,2026-03-28
1106,2026-03-28,wk inc flu hosp,0,54,quantile,0.05,439,2026-03-28
1107,2026-03-28,wk inc flu hosp,0,54,quantile,0.1,458,2026-03-28
1108,2026-03-28,wk inc flu hosp,0,54,quantile,0.15,477,2026-03-28
1109,2026-03-28,wk inc flu hosp,0,54,quantile,0.2,496,2026-03-28
1110,2026-03-28,wk inc flu hosp,0,54,quantile,0.25,514,2026-03-28
1111,2026-03-28,wk inc flu hosp,0,54,quantile,0.3,533,2026-03-28
1112,2026-03-28,wk inc flu hosp,0,54,quantile,0.35,549,2026-03-28
1113,2026-03-28,wk inc flu hosp,0,54,quantile,0.4,559,2026-03-28
1114,2026-03-28,wk inc flu hosp,0,54,quantile,0.45,568,2026-03-28
1115,2026-03-28,wk inc flu hosp,0,54,quantile,0.5,578,2026-03-28
1116,2026-03-28,wk inc flu hosp,0,54,quantile,0.55,587,2026-03-28
1117,2026-03-28,wk inc flu hosp,0,54,quantile,0.6,596,2026-03-28
1118,2026-03-28,wk inc flu hosp,0,54,quantile,0.65,606,2026-03-28
1119,2026-03-28,wk inc flu hosp,0,54,quantile,0.7,610,2026-03-28
1120,2026-03-28,wk inc flu hosp,0,54,quantile,0.75,611,2026-03-28
1121,2026-03-28,wk inc flu hosp,0,54,quantile,0.8,612,2026-03-28
1122,2026-03-28,wk inc flu hosp,0,54,quantile,0.85,613,2026-03-28
1123,2026-03-28,wk inc flu hosp,0,54,quantile,0.9,614,2026-03-28
1124,2026-03-28,wk inc flu hosp,0,54,quantile,0.95,615,2026-03-28
1125,2026-03-28,wk inc flu hosp,0,54,quantile,0.975,615,2026-03-28
1126,2026-03-28,wk inc flu hosp,0,54,quantile,0.99,616,2026-03-28
1127,2026-03-28,wk inc flu hosp,0,55,quantile,0.01,835,2026-03-28
1128,2026-03-28,wk inc flu hosp,0,55,quantile,0.025,838,2026-03-28
1129,2026-03-28,wk inc flu hosp,0,55,quantile,0.05,844,2026-03-28
1130,2026-03-28,wk inc flu hosp,0,55,quantile,0.1,854,2026-03-28
1131,2026-03-28,wk inc flu hosp,0,55,quantile,0.15,864,2026-03-28
1132,2026-03-28,wk inc flu hosp,0,55,quantile,0.2,875,2026-03-28
1133,2026-03-28,wk inc flu hosp,0,55,quantile,0.25,886,2026-03-28
1134,2026-03-28,wk inc flu hosp,0,55,quantile,0.3,896,2026-03-28
1135,2026-03-28,wk inc flu hosp,0,55,quantile,0.35,906,2026-03-28
1136,2026-03-28,wk inc flu hosp,0,55,quantile,0.4,917,2026-03-28
1137,2026-03-28,wk inc flu hosp,0,55,quantile,0.45,928,2026-03-28
1138,2026-03-28,wk inc flu hosp,0,55,quantile,0.5,938,2026-03-28
1139,2026-03-28,wk inc flu hosp,0,55,quantile,0.55,948,2026-03-28
1140,2026-03-28,wk inc flu hosp,0,55,quantile,0.6,959,2026-03-28
1141,2026-03-28,wk inc flu hosp,0,55,quantile,0.65,970,2026-03-28
1142,2026-03-28,wk inc flu hosp,0,55,quantile,0.7,978,2026-03-28
1143,2026-03-28,wk inc flu hosp,0,55,quantile,0.75,985,2026-03-28
1144,2026-03-28,wk inc flu hosp,0,55,quantile,0.8,993,2026-03-28
1145,2026-03-28,wk inc flu hosp,0,55,quantile,0.85,1000,2026-03-28
1146,2026-03-28,wk inc flu hosp,0,55,quantile,0.9,1007,2026-03-28
1147,2026-03-28,wk inc flu hosp,0,55,quantile,0.95,1015,2026-03-28
1148,2026-03-28,wk inc flu hosp,0,55,quantile,0.975,1018,2026-03-28
1149,2026-03-28,wk inc flu hosp,0,55,quantile,0.99,1021,2026-03-28
1150,2026-03-28,wk inc flu hosp,0,56,quantile,0.01,70,2026-03-28
1151,2026-03-28,wk inc flu hosp,0,56,quantile,0.025,70,2026-03-28
1152,2026-03-28,wk inc flu hosp,0,56,quantile,0.05,70,2026-03-28
1153,2026-03-28,wk inc flu hosp,0,56,quantile,0.1,70,2026-03-28
1154,2026-03-28,wk inc flu hosp,0,56,quantile,0.15,70,2026-03-28
1155,2026-03-28,wk inc flu hosp,0,56,quantile,0.2,70,2026-03-28
1156,2026-03-28,wk inc flu hosp,0,56,quantile,0.25,70,2026-03-28
1157,2026-03-28,wk inc flu hosp,0,56,quantile,0.3,70,2026-03-28
1158,2026-03-28,wk inc flu hosp,0,56,quantile,0.35,71,2026-03-28
1159,2026-03-28,wk inc flu hosp,0,56,quantile,0.4,74,2026-03-28
1160,2026-03-28,wk inc flu hosp,0,56,quantile,0.45,77,2026-03-28
1161,2026-03-28,wk inc flu hosp,0,56,quantile,0.5,80,2026-03-28
1162,2026-03-28,wk inc flu hosp,0,56,quantile,0.55,84,2026-03-28
1163,2026-03-28,wk inc flu hosp,0,56,quantile,0.6,87,2026-03-28
1164,2026-03-28,wk inc flu hosp,0,56,quantile,0.65,90,2026-03-28
1165,2026-03-28,wk inc flu hosp,0,56,quantile,0.7,94,2026-03-28
1166,2026-03-28,wk inc flu hosp,0,56,quantile,0.75,98,2026-03-28
1167,2026-03-28,wk inc flu hosp,0,56,quantile,0.8,102,2026-03-28
1168,2026-03-28,wk inc flu hosp,0,56,quantile,0.85,106,2026-03-28
1169,2026-03-28,wk inc flu hosp,0,56,quantile,0.9,111,2026-03-28
1170,2026-03-28,wk inc flu hosp,0,56,quantile,0.95,115,2026-03-28
1171,2026-03-28,wk inc flu hosp,0,56,quantile,0.975,117,2026-03-28
1172,2026-03-28,wk inc flu hosp,0,56,quantile,0.99,118,2026-03-28
1173,2026-03-28,wk inc flu hosp,0,72,quantile,0.01,511,2026-03-28
1174,2026-03-28,wk inc flu hosp,0,72,quantile,0.025,512,2026-03-28
1175,2026-03-28,wk inc flu hosp,0,72,quantile,0.05,512,2026-03-28
1176,2026-03-28,wk inc flu hosp,0,72,quantile,0.1,513,2026-03-28
1177,2026-03-28,wk inc flu hosp,0,72,quantile,0.15,514,2026-03-28
1178,2026-03-28,wk inc flu hosp,0,72,quantile,0.2,515,2026-03-28
1179,2026-03-28,wk inc flu hosp,0,72,quantile,0.25,516,2026-03-28
1180,2026-03-28,wk inc flu hosp,0,72,quantile,0.3,517,2026-03-28
1181,2026-03-28,wk inc flu hosp,0,72,quantile,0.35,521,2026-03-28
1182,2026-03-28,wk inc flu hosp,0,72,quantile,0.4,529,2026-03-28
1183,2026-03-28,wk inc flu hosp,0,72,quantile,0.45,538,2026-03-28
1184,2026-03-28,wk inc flu hosp,0,72,quantile,0.5,546,2026-03-28
1185,2026-03-28,wk inc flu hosp,0,72,quantile,0.55,554,2026-03-28
1186,2026-03-28,wk inc flu hosp,0,72,quantile,0.6,563,2026-03-28
1187,2026-03-28,wk inc flu hosp,0,72,quantile,0.65,571,2026-03-28
1188,2026-03-28,wk inc flu hosp,0,72,quantile,0.7,589,2026-03-28
1189,2026-03-28,wk inc flu hosp,0,72,quantile,0.75,611,2026-03-28
1190,2026-03-28,wk inc flu hosp,0,72,quantile,0.8,633,2026-03-28
1191,2026-03-28,wk inc flu hosp,0,72,quantile,0.85,655,2026-03-28
1192,2026-03-28,wk inc flu hosp,0,72,quantile,0.9,677,2026-03-28
1193,2026-03-28,wk inc flu hosp,0,72,quantile,0.95,699,2026-03-28
1194,2026-03-28,wk inc flu hosp,0,72,quantile,0.975,710,2026-03-28
1195,2026-03-28,wk inc flu hosp,0,72,quantile,0.99,717,2026-03-28
1196,2026-03-28,wk inc flu hosp,1,01,quantile,0.01,385,2026-04-04
1197,2026-03-28,wk inc flu hosp,1,01,quantile,0.025,385,2026-04-04
1198,2026-03-28,wk inc flu hosp,1,01,quantile,0.05,385,2026-04-04
1199,2026-03-28,wk inc flu hosp,1,01,quantile,0.1,385,2026-04-04
1200,2026-03-28,wk inc flu hosp,1,01,quantile,0.15,385,2026-04-04
1201,2026-03-28,wk inc flu hosp,1,01,quantile,0.2,385,2026-04-04
1202,2026-03-28,wk inc flu hosp,1,01,quantile,0.25,385,2026-04-04
1203,2026-03-28,wk inc flu hosp,1,01,quantile,0.3,385,2026-04-04
1204,2026-03-28,wk inc flu hosp,1,01,quantile,0.35,388,2026-04-04
1205,2026-03-28,wk inc flu hosp,1,01,quantile,0.4,399,2026-04-04
1206,2026-03-28,wk inc flu hosp,1,01,quantile,0.45,410,2026-04-04
1207,2026-03-28,wk inc flu hosp,1,01,quantile,0.5,420,2026-04-04
1208,2026-03-28,wk inc flu hosp,1,01,quantile,0.55,430,2026-04-04
1209,2026-03-28,wk inc flu hosp,1,01,quantile,0.6,441,2026-04-04
1210,2026-03-28,wk inc flu hosp,1,01,quantile,0.65,452,2026-04-04
1211,2026-03-28,wk inc flu hosp,1,01,quantile,0.7,456,2026-04-04
1212,2026-03-28,wk inc flu hosp,1,01,quantile,0.75,457,2026-04-04
1213,2026-03-28,wk inc flu hosp,1,01,quantile,0.8,458,2026-04-04
1214,2026-03-28,wk inc flu hosp,1,01,quantile,0.85,459,2026-04-04
1215,2026-03-28,wk inc flu hosp,1,01,quantile,0.9,460,2026-04-04
1216,2026-03-28,wk inc flu hosp,1,01,quantile,0.95,461,2026-04-04
1217,2026-03-28,wk inc flu hosp,1,01,quantile,0.975,461,2026-04-04
1218,2026-03-28,wk inc flu hosp,1,01,quantile,0.99,462,2026-04-04
1219,2026-03-28,wk inc flu hosp,1,02,quantile,0.01,56,2026-04-04
1220,2026-03-28,wk inc flu hosp,1,02,quantile,0.025,57,2026-04-04
1221,2026-03-28,wk inc flu hosp,1,02,quantile,0.05,57,2026-04-04
1222,2026-03-28,wk inc flu hosp,1,02,quantile,0.1,58,2026-04-04
1223,2026-03-28,wk inc flu hosp,1,02,quantile,0.15,59,2026-04-04
1224,2026-03-28,wk inc flu hosp,1,02,quantile,0.2,60,2026-04-04
1225,2026-03-28,wk inc flu hosp,1,02,quantile,0.25,61,2026-04-04
1226,2026-03-28,wk inc flu hosp,1,02,quantile,0.3,62,2026-04-04
1227,2026-03-28,wk inc flu hosp,1,02,quantile,0.35,63,2026-04-04
1228,2026-03-28,wk inc flu hosp,1,02,quantile,0.4,64,2026-04-04
1229,2026-03-28,wk inc flu hosp,1,02,quantile,0.45,65,2026-04-04
1230,2026-03-28,wk inc flu hosp,1,02,quantile,0.5,66,2026-04-04
1231,2026-03-28,wk inc flu hosp,1,02,quantile,0.55,68,2026-04-04
1232,2026-03-28,wk inc flu hosp,1,02,quantile,0.6,69,2026-04-04
1233,2026-03-28,wk inc flu hosp,1,02,quantile,0.65,70,2026-04-04
1234,2026-03-28,wk inc flu hosp,1,02,quantile,0.7,71,2026-04-04
1235,2026-03-28,wk inc flu hosp,1,02,quantile,0.75,72,2026-04-04
1236,2026-03-28,wk inc flu hosp,1,02,quantile,0.8,73,2026-04-04
1237,2026-03-28,wk inc flu hosp,1,02,quantile,0.85,74,2026-04-04
1238,2026-03-28,wk inc flu hosp,1,02,quantile,0.9,75,2026-04-04
1239,2026-03-28,wk inc flu hosp,1,02,quantile,0.95,76,2026-04-04
1240,2026-03-28,wk inc flu hosp,1,02,quantile,0.975,76,2026-04-04
1241,2026-03-28,wk inc flu hosp,1,02,quantile,0.99,77,2026-04-04
1242,2026-03-28,wk inc flu hosp,1,04,quantile,0.01,654,2026-04-04
1243,2026-03-28,wk inc flu hosp,1,04,quantile,0.025,659,2026-04-04
1244,2026-03-28,wk inc flu hosp,1,04,quantile,0.05,668,2026-04-04
1245,2026-03-28,wk inc flu hosp,1,04,quantile,0.1,685,2026-04-04
1246,2026-03-28,wk inc flu hosp,1,04,quantile,0.15,701,2026-04-04
1247,2026-03-28,wk inc flu hosp,1,04,quantile,0.2,718,2026-04-04
1248,2026-03-28,wk inc flu hosp,1,04,quantile,0.25,735,2026-04-04
1249,2026-03-28,wk inc flu hosp,1,04,quantile,0.3,752,2026-04-04
1250,2026-03-28,wk inc flu hosp,1,04,quantile,0.35,763,2026-04-04
1251,2026-03-28,wk inc flu hosp,1,04,quantile,0.4,763,2026-04-04
1252,2026-03-28,wk inc flu hosp,1,04,quantile,0.45,763,2026-04-04
1253,2026-03-28,wk inc flu hosp,1,04,quantile,0.5,763,2026-04-04
1254,2026-03-28,wk inc flu hosp,1,04,quantile,0.55,763,2026-04-04
1255,2026-03-28,wk inc flu hosp,1,04,quantile,0.6,763,2026-04-04
1256,2026-03-28,wk inc flu hosp,1,04,quantile,0.65,763,2026-04-04
1257,2026-03-28,wk inc flu hosp,1,04,quantile,0.7,771,2026-04-04
1258,2026-03-28,wk inc flu hosp,1,04,quantile,0.75,782,2026-04-04
1259,2026-03-28,wk inc flu hosp,1,04,quantile,0.8,794,2026-04-04
1260,2026-03-28,wk inc flu hosp,1,04,quantile,0.85,805,2026-04-04
1261,2026-03-28,wk inc flu hosp,1,04,quantile,0.9,817,2026-04-04
1262,2026-03-28,wk inc flu hosp,1,04,quantile,0.95,828,2026-04-04
1263,2026-03-28,wk inc flu hosp,1,04,quantile,0.975,834,2026-04-04
1264,2026-03-28,wk inc flu hosp,1,04,quantile,0.99,838,2026-04-04
1265,2026-03-28,wk inc flu hosp,1,05,quantile,0.01,275,2026-04-04
1266,2026-03-28,wk inc flu hosp,1,05,quantile,0.025,279,2026-04-04
1267,2026-03-28,wk inc flu hosp,1,05,quantile,0.05,285,2026-04-04
1268,2026-03-28,wk inc flu hosp,1,05,quantile,0.1,296,2026-04-04
1269,2026-03-28,wk inc flu hosp,1,05,quantile,0.15,308,2026-04-04
1270,2026-03-28,wk inc flu hosp,1,05,quantile,0.2,319,2026-04-04
1271,2026-03-28,wk inc flu hosp,1,05,quantile,0.25,331,2026-04-04
1272,2026-03-28,wk inc flu hosp,1,05,quantile,0.3,342,2026-04-04
1273,2026-03-28,wk inc flu hosp,1,05,quantile,0.35,355,2026-04-04
1274,2026-03-28,wk inc flu hosp,1,05,quantile,0.4,368,2026-04-04
1275,2026-03-28,wk inc flu hosp,1,05,quantile,0.45,382,2026-04-04
1276,2026-03-28,wk inc flu hosp,1,05,quantile,0.5,396,2026-04-04
1277,2026-03-28,wk inc flu hosp,1,05,quantile,0.55,409,2026-04-04
1278,2026-03-28,wk inc flu hosp,1,05,quantile,0.6,423,2026-04-04
1279,2026-03-28,wk inc flu hosp,1,05,quantile,0.65,436,2026-04-04
1280,2026-03-28,wk inc flu hosp,1,05,quantile,0.7,444,2026-04-04
1281,2026-03-28,wk inc flu hosp,1,05,quantile,0.75,450,2026-04-04
1282,2026-03-28,wk inc flu hosp,1,05,quantile,0.8,455,2026-04-04
1283,2026-03-28,wk inc flu hosp,1,05,quantile,0.85,460,2026-04-04
1284,2026-03-28,wk inc flu hosp,1,05,quantile,0.9,466,2026-04-04
1285,2026-03-28,wk inc flu hosp,1,05,quantile,0.95,471,2026-04-04
1286,2026-03-28,wk inc flu hosp,1,05,quantile,0.975,473,2026-04-04
1287,2026-03-28,wk inc flu hosp,1,05,quantile,0.99,475,2026-04-04
1288,2026-03-28,wk inc flu hosp,1,06,quantile,0.01,2227,2026-04-04
1289,2026-03-28,wk inc flu hosp,1,06,quantile,0.025,2228,2026-04-04
1290,2026-03-28,wk inc flu hosp,1,06,quantile,0.05,2229,2026-04-04
1291,2026-03-28,wk inc flu hosp,1,06,quantile,0.1,2232,2026-04-04
1292,2026-03-28,wk inc flu hosp,1,06,quantile,0.15,2235,2026-04-04
1293,2026-03-28,wk inc flu hosp,1,06,quantile,0.2,2239,2026-04-04
1294,2026-03-28,wk inc flu hosp,1,06,quantile,0.25,2242,2026-04-04
1295,2026-03-28,wk inc flu hosp,1,06,quantile,0.3,2245,2026-04-04
1296,2026-03-28,wk inc flu hosp,1,06,quantile,0.35,2250,2026-04-04
