,mean,sd,eti89_lb,eti89_ub,ess_bulk,ess_tail,r_hat,mcse_mean,mcse_sd
"delta_beta[8, 2023-2024, TN]",-0.04204487230482615,0.07160585850329844,-0.15198006974568162,0.08072296545497064,446.77847215111825,412.09597046851366,1.0000082495526705,0.0034334639736337226,0.0026436812408864746
"delta_beta[8, 2023-2024, TX]",0.021142142079840314,0.07504725767851556,-0.09102230729520702,0.14423341348471838,485.81164000729626,426.89453340303004,0.9975086531145249,0.0034153483706350607,0.0024417450199583045
"delta_beta[8, 2023-2024, UT]",0.04171748370893688,0.07689668211143667,-0.06843331731469192,0.1619348677484297,634.175245230369,457.12195665571,0.9965392747994147,0.003019500799269208,0.002060596919286344
"delta_beta[8, 2023-2024, VT]",-0.05085910818908594,0.10355593793490149,-0.19146628541905344,0.12353647228497976,459.2527762687056,384.96904799599577,1.006527511808886,0.004795998453447968,0.0032870210394239548
"delta_beta[8, 2023-2024, VA]",-0.03070725809285761,0.15323590290043462,-0.2685164519938696,0.24085071451281553,546.7078545302743,366.1148043978525,0.9958741855564572,0.006577109398891969,0.004608451883364148
"delta_beta[8, 2023-2024, WA]",-0.03108414725339693,0.10564750589576956,-0.18627074024118806,0.15693689214081166,90.67210445487463,120.73740620150419,1.0330629728919378,0.011298686969477818,0.007712024219279084
"delta_beta[8, 2023-2024, WV]",0.11253700129428877,0.14795417867962551,-0.13270294790605516,0.3593116126620082,435.5614307385338,345.06380255210195,1.020548682075516,0.007138928028584465,0.00480416050216219
"delta_beta[8, 2023-2024, WI]",0.06755687251638653,0.10882466886831317,-0.09856405350245352,0.2383895667270878,474.6044287890091,446.14247208602325,1.021081873617811,0.0049866775361188794,0.0035535878600172835
"delta_beta[8, 2023-2024, WY]",0.08026186634907793,0.09261957581672246,-0.06933760103836778,0.23497318587452148,505.5325280637805,334.07346264386814,0.9980301332756025,0.00413726989387799,0.0031447770263881678
"delta_beta[8, 2023-2024, PR]",0.1368764880228991,0.09147260809095842,-0.008867964637222225,0.2892995048094085,961.8366424332612,339.3941192220658,1.0036051520554279,0.0029621535126108855,0.0021130337982089593
"delta_beta[8, 2024-2025, AL]",0.10396220073426511,0.08374097392147614,-0.026036986845112037,0.24264564290867557,582.3223634611608,331.40850334774456,0.9963573148160327,0.003498677402043912,0.002522463607293074
"delta_beta[8, 2024-2025, AK]",0.016737818914309487,0.07888464410712603,-0.1057974453365707,0.15076222334277645,491.0375619842507,353.5311927172368,0.9978762591566067,0.0035855722520932954,0.0028205508763858565
"delta_beta[8, 2024-2025, AZ]",0.010160728558466193,0.07908727134081277,-0.11095672184547456,0.1304131286188787,604.1582837318377,232.53703441138882,1.0143268589659953,0.003208341130926616,0.001977058791127132
"delta_beta[8, 2024-2025, AR]",0.09356385571591662,0.06792379575085261,-0.012905418359383263,0.20809463398856137,614.0313790867476,404.7931867227361,0.9967748747290215,0.002687619838641727,0.001732582218876875
"delta_beta[8, 2024-2025, CA]",0.1344549275349705,0.07033583931790194,0.02409693424667382,0.24889062109229987,695.1707723285391,365.4716139583291,1.0048705609651547,0.0026762224142477383,0.0018894512100424473
"delta_beta[8, 2024-2025, CO]",0.11093400704444623,0.06598863776625746,0.001279652566296178,0.21485359015194838,282.7893868743256,291.7029877991366,1.007807192930654,0.003931974579888648,0.0030615658914965637
"delta_beta[8, 2024-2025, CT]",0.13402592657501947,0.0641991729141483,0.03368099634266556,0.2350303062841134,358.1683452657605,349.76935203760274,1.0042292436146016,0.0034090440201472874,0.0024413121681444725
"delta_beta[8, 2024-2025, DE]",0.18754536283229598,0.05864692214427594,0.09229512187665043,0.27400742388804394,597.2718935550542,384.0062676627769,0.9946378384867077,0.0024357877760194948,0.0018049446226638846
"delta_beta[8, 2024-2025, DC]",0.23619974230111487,0.0583240875639862,0.15174370434929557,0.3358027252001164,498.5498373246191,352.1804884713196,0.9989941701569746,0.0026311920324057643,0.0019987099025880386
"delta_beta[8, 2024-2025, FL]",0.33214593014246047,0.058585120111631174,0.24401354061697753,0.42806138116279835,408.341349918733,366.533262510074,0.998512868943282,0.0028855138847923914,0.0022771532484350096
"delta_beta[8, 2024-2025, GA]",0.29788510052610717,0.0610384970934531,0.2051542382061866,0.3996179319985148,423.6453405022895,350.4556839583482,1.014937139862423,0.002963148338518098,0.002075525906492995
"delta_beta[8, 2024-2025, HI]",0.07277742213105032,0.05195753555424364,-0.0037323942428863647,0.16245448403190266,462.31790587346165,366.9702335327648,0.9974827567202044,0.002420464320663096,0.0016906471276241298
"delta_beta[8, 2024-2025, ID]",-0.09997151348518221,0.046826654038910065,-0.16761825580891085,-0.020613379353411013,547.646254024184,342.3823661334071,1.0041772070948776,0.002030682960801713,0.001649165257960971
"delta_beta[8, 2024-2025, IL]",-0.07921896245304165,0.050014841330796984,-0.1615096046480332,0.0037081751056669944,442.9288032370339,349.79235373152545,1.0082622513691135,0.002368643943653674,0.0014980586740275536
"delta_beta[8, 2024-2025, IN]",0.04289212836290472,0.05170502774245888,-0.03875699867264735,0.12488261841306644,520.8162627418967,383.8369154384631,1.0139201901107875,0.002255969453543463,0.0016126798034422588
"delta_beta[8, 2024-2025, IA]",0.04404285274598038,0.05071108695186868,-0.035967288476599815,0.13020664452281214,439.76454315611034,375.6433885416943,0.9963107296724846,0.002436697767995034,0.0016692101982282775
"delta_beta[8, 2024-2025, KS]",0.004800010219299936,0.05389123134487252,-0.07795416645127397,0.09009618277656546,570.4143861504241,408.06646571905077,0.9933987241248945,0.002273667956792147,0.0015394866895140317
"delta_beta[8, 2024-2025, KY]",0.012089030808441032,0.05262000465182711,-0.06654223169966494,0.09350945112096014,456.3723903356957,286.8845611279658,1.001182752354237,0.002410614047899213,0.0018513275008065796
"delta_beta[8, 2024-2025, LA]",0.07184904530419706,0.05418020016942581,-0.007979576665299203,0.16110432607604422,588.2640305524072,360.57316348211236,1.0007298067707209,0.0022651214450453818,0.0016538309222326527
"delta_beta[8, 2024-2025, ME]",0.06644812006920757,0.054477829858593695,-0.018385043067190413,0.15762365633898415,585.5805603405996,371.5883111395231,0.9971916558106242,0.002262799572283065,0.0016287810684126138
"delta_beta[8, 2024-2025, MD]",0.05763373956892212,0.057547430180248896,-0.03348655063080787,0.14986142533949928,443.3065663411682,366.71452956053946,1.0058970052486371,0.002736093939938635,0.0019410757376587247
"delta_beta[8, 2024-2025, MA]",0.08720022413133037,0.057726418348225235,-0.0036642444945657777,0.18117436280778232,518.7710148613153,392.92102150322614,0.9970601835197006,0.0025179876759632196,0.0016659013465320457
"delta_beta[8, 2024-2025, MI]",0.11366163389387055,0.056321814193289334,0.02513635587846608,0.21046015483216812,471.4388882303933,339.4867036849505,0.9975075964106219,0.0026293881065605536,0.0017390849980180177
"delta_beta[8, 2024-2025, MN]",0.02229171566614737,0.05378704178704896,-0.0641559905720433,0.10877482670117589,559.5835436063353,384.5374669898984,0.9962146609845987,0.002306012716725947,0.001472212022661542
"delta_beta[8, 2024-2025, MS]",-0.0827664456853093,0.05840108816653176,-0.17510299089573628,0.012539968651513961,576.6147201268044,280.1610599566706,1.0097969953151713,0.0024442230840211318,0.001609321164371937
"delta_beta[8, 2024-2025, MO]",-0.09807849581126046,0.0585778361514816,-0.19534182399102706,-0.005115644436276898,452.89994780352214,357.4834592764186,1.0141361063268617,0.002776499512356329,0.0020275840002184856
"delta_beta[8, 2024-2025, MT]",-0.004726596496300786,0.06262076062364147,-0.10336156032936086,0.09788192997718712,487.9939228859588,290.54044282470636,0.997429989970165,0.0028630635748088822,0.0019350511517740893
"delta_beta[8, 2024-2025, NE]",0.04748296285966025,0.06526836908947825,-0.05693605639272472,0.14927644004130297,498.6641488733145,351.63011748317643,0.9976794411346128,0.0029340464149149085,0.0020915719558589414
"delta_beta[8, 2024-2025, NV]",-0.033752753325593125,0.10298931096033595,-0.18793147982598943,0.14316109406352542,535.0840439831721,360.79121379798215,0.9983992407952385,0.004144378246862905,0.0032838094584074456
"delta_beta[8, 2024-2025, NH]",-0.027799647019680726,0.12714995946765562,-0.22277705664446473,0.1910655391159934,493.83291809114314,344.75873544093156,1.0096780723454528,0.005683721469784082,0.004426204256513179
"delta_beta[8, 2024-2025, NJ]",-0.07071599457572698,0.07816578865727154,-0.18856477207419609,0.059475315790177646,122.4566680824743,219.26235380652307,1.0302404563332253,0.007732864934054154,0.0057905555174011854
"delta_beta[8, 2024-2025, NM]",0.03960429419164425,0.08753499693401677,-0.09658052877323431,0.18575199216065977,522.8608736083243,381.1061985825607,1.012597099609817,0.0039436734921804014,0.0027027595243362076
"delta_beta[8, 2024-2025, NY]",-0.09334950181139032,0.06412781005491507,-0.19096342706506853,0.008192642171659893,603.3429503289387,484.278193874558,1.0101000819962616,0.0026303730742502788,0.0019336041949296185
"delta_beta[8, 2024-2025, NC]",-0.1555101406489794,0.06262630878137346,-0.2546551329314876,-0.05480763063976348,530.7323253828783,382.49021445021407,1.011614453191815,0.002749154309273775,0.0019981721811619395
"delta_beta[8, 2024-2025, ND]",-0.11589623704594691,0.06484341517565637,-0.22111922806567194,-0.015772741532037428,561.8817244302862,392.0431938111916,1.0048528611981986,0.0027454409368718466,0.0017961591729577712
"delta_beta[8, 2024-2025, OH]",-0.018831882084046434,0.06142686819013478,-0.11460719968553353,0.08285508914984896,614.6089191710029,364.443170538809,1.0004072575353253,0.0024747728474349695,0.0017014531629720325
"delta_beta[8, 2024-2025, OK]",0.06849760874072673,0.06295114075492304,-0.026859565800831348,0.17489318859561898,585.1853776883169,404.87916618943996,0.9995033709700966,0.0025587415425808078,0.0019823521032202225
"delta_beta[8, 2024-2025, OR]",0.08761503868642469,0.061845675647355165,-0.009217910704570464,0.18199725770343506,450.73451787453536,433.1654320809885,0.9964424096311164,0.0029080606066371893,0.0021240377855393715
"delta_beta[8, 2024-2025, PA]",0.07590585144691472,0.05465498549643261,-0.010378514724541283,0.16611237684397556,576.9424112953142,419.40247504210504,1.006242543231569,0.00227454722107383,0.0016209576622250165
"delta_beta[8, 2024-2025, RI]",0.08622579356890724,0.055288414143567326,-0.0010579122745695115,0.17339409004739653,456.20518261661664,250.68540095956106,1.0051379920106207,0.0025912961436284744,0.0018212759397768085
"delta_beta[8, 2024-2025, SC]",0.15254554707784393,0.05325227549079867,0.07591143798448176,0.25054628437898585,464.25231388486895,348.52931689471603,1.0043071792835936,0.0025839557952781864,0.0019523217847699599
"delta_beta[8, 2024-2025, SD]",0.19984629750361185,0.058832516209099024,0.1105164084825938,0.3028025511577477,437.83931350922654,318.8325225851286,1.0038506075269538,0.0027840409401216045,0.002062011697282327
"delta_beta[8, 2024-2025, TN]",0.17392514724205443,0.05118406473818301,0.10004697650849514,0.25755902539318387,629.0794909495704,280.7292703639439,1.001357301304051,0.0020560386814724393,0.0015516154870092262
"delta_beta[8, 2024-2025, TX]",0.18975500461489936,0.05340154429809327,0.1025140263206115,0.2762781966230785,540.9627331863109,379.39842183472115,1.0167739646775056,0.0022912532009480503,0.0014680416767999733
"delta_beta[8, 2024-2025, UT]",0.2545228953928139,0.0494422684469975,0.17377451689899698,0.33300246028622404,453.9208662749239,357.0877290888696,1.003202064422896,0.002318876079497065,0.0016204845322657577
"delta_beta[8, 2024-2025, VT]",0.21436249624575518,0.04906482250175371,0.14006337899580484,0.29642386101431933,399.6421152772772,333.5558517846883,1.0033603965092621,0.002441587976914429,0.0017715960877111132
"delta_beta[8, 2024-2025, VA]",0.014138344856449013,0.04527633013420974,-0.05861243471794456,0.08571484033379256,369.45016543711154,345.74765510972446,1.001957650714237,0.002367385579131906,0.0017287216000878834
"delta_beta[8, 2024-2025, WA]",-0.1251441031790279,0.04375613245431596,-0.1886910894585209,-0.05448580304610616,565.5756852055202,443.1726094003246,1.0060090964153474,0.0018396593578980925,0.0013977174949475267
"delta_beta[8, 2024-2025, WV]",-0.10324057461172988,0.04197703547299439,-0.16699254067345942,-0.036605559924637585,567.0233808907622,383.31394229162305,1.005812889714638,0.00179147007940995,0.0011760256824096685
"delta_beta[8, 2024-2025, WI]",-0.0295757605721505,0.04714726928539172,-0.09870712149212295,0.047107989666312244,422.2047496202058,354.06080066900313,1.0102158957422775,0.002309271398785845,0.001657807007532061
"delta_beta[8, 2024-2025, WY]",0.014985103287796914,0.04702346506489968,-0.060875489725969956,0.09035467875379469,648.2394808104268,424.5117840353997,1.0021153686257513,0.0018970893006394175,0.0012705898435411067
"delta_beta[8, 2024-2025, PR]",0.044758658023976404,0.04776391344759061,-0.032846899031984955,0.12312308154788733,519.0840452796214,340.56893646545694,1.006393578722154,0.0021249685060808028,0.0014283533250886169
"delta_beta[8, 2025-2026, AL]",0.09226873878959736,0.05013268783035745,0.015782756988114217,0.17526585437599612,598.6642986794824,435.42245176696196,1.0166187790739734,0.00208318718484968,0.001446878570833637
"delta_beta[8, 2025-2026, AK]",0.09247420803418362,0.05010495935317601,0.014909938953037027,0.17898161074369173,426.53687670515615,365.0987754780423,1.0136486338341049,0.0024337577692262707,0.0015706057475756618
"delta_beta[8, 2025-2026, AZ]",0.09875574037657463,0.04932296169227567,0.01698362180407756,0.1852418635576171,561.7257758904332,390.4166253557479,1.002996046355323,0.0020583481925295854,0.0015212530131331124
"delta_beta[8, 2025-2026, AR]",0.04193555817671336,0.04560568735127144,-0.03036302609778863,0.11289765507303115,590.3487701552715,379.58962048918653,1.0064689931683268,0.0019324018534311973,0.0013253037109822049
"delta_beta[8, 2025-2026, CA]",-0.04335426108001249,0.0477055450841855,-0.12082318828854031,0.029354925104612187,537.7717014524203,358.91819400983456,1.0127898620685132,0.002058840425095561,0.0013992590701022794
"delta_beta[8, 2025-2026, CO]",-0.04381437306227632,0.04689102985259476,-0.12159519285453962,0.03161991519697928,515.3983174590865,405.45219139782967,1.0067540852830927,0.0020741209541900885,0.0013596071266292827
"delta_beta[8, 2025-2026, CT]",-0.0026521729125688395,0.049912190580923894,-0.08478497446108833,0.07671916665495086,481.23734663783415,353.689148594708,1.025674211855993,0.0022708786402659584,0.0016400824059266438
"delta_beta[8, 2025-2026, DE]",0.01638854689394482,0.051084242710650755,-0.05766839184651079,0.10548583465075595,507.40887978081736,212.51216761174885,1.0032487258211522,0.002324203755512231,0.001593076308428575
"delta_beta[8, 2025-2026, DC]",-0.025966398419025566,0.049580207792391105,-0.10352477382766827,0.05121151910346883,467.17284281399253,382.39782404149474,1.0151100017477621,0.0022948473451453915,0.0015766255474663413
"delta_beta[8, 2025-2026, FL]",-0.05317462680149683,0.05560918629968123,-0.13308777482641485,0.03897414535975518,594.9665085687784,421.09536236930455,1.0047755004650896,0.002262542018432973,0.0016356402003413495
"delta_beta[8, 2025-2026, GA]",-0.061278480966069984,0.052576231978524214,-0.1484201830484826,0.020499233862973868,622.5844314236748,444.1051826604145,0.9986869432749321,0.002116723725956847,0.0014338855333947997
"delta_beta[8, 2025-2026, HI]",-0.06312616889989972,0.08426678727184385,-0.19064804220324544,0.07142045663064528,581.8949684603242,367.3594454305871,0.9984214474292813,0.003529929028219346,0.0026882689273500645
"delta_beta[8, 2025-2026, ID]",0.02561702459009839,0.09844719007896344,-0.12525033981846362,0.18979956595779132,470.3421792689419,405.45219139782967,1.0049170995882954,0.004527667630573832,0.0033662556504591348
"delta_beta[8, 2025-2026, IL]",-0.16269860483931875,0.17426599332055184,-0.44428065171607134,0.1021935026356416,98.47807285129817,116.96783510922451,1.0350192222392274,0.01755080346127876,0.011041635152101324
"delta_beta[8, 2025-2026, IN]",0.3382498281264581,0.2623601393128544,-0.09651783113881261,0.7486435505742236,642.9514255906483,392.5637311289046,0.9984941198373694,0.010432181417145955,0.006428120996670018
"delta_beta[8, 2025-2026, IA]",0.3621227196060826,0.1881238932734732,0.07045723771225498,0.650956851607196,298.61674683552025,328.019674224093,1.009978782484108,0.010938480009712693,0.00737530478116794
"delta_beta[8, 2025-2026, KS]",0.09005839122737175,0.21999047214093626,-0.2321560491971065,0.47639472721336745,469.9367479871254,321.64975499152087,1.0039231343172454,0.010302876193015866,0.007264987227069839
"delta_beta[8, 2025-2026, KY]",-0.19760637883601467,0.13555386422076032,-0.40400158053626173,0.019378237854319674,634.5697554399878,344.71025624346436,1.008251587597452,0.005442887404852793,0.0033687327778696595
"delta_beta[8, 2025-2026, LA]",-0.13418388059049896,0.1342916033404819,-0.34193153311814983,0.07690524604793723,600.9803407574682,341.7936183450359,0.9997894375402665,0.005469826450360568,0.003451724582338081
"delta_beta[8, 2025-2026, ME]",0.12762206168916765,0.12520371735450422,-0.08012904604620402,0.3233514514579691,319.14397552254786,352.865232827675,1.0026908599861244,0.006948272837542755,0.0046396667720441966
"delta_beta[8, 2025-2026, MD]",0.17639879166399408,0.11707205764042859,-0.0009496154078834666,0.36760576458238403,381.56480762585403,385.3635631875503,1.0060306754919768,0.006051743292532301,0.004242461902531803
"delta_beta[8, 2025-2026, MA]",0.053341213388229544,0.11305436385070904,-0.12222896257464243,0.22947389919396882,568.2848721634235,337.8987995728257,1.0109666430869415,0.004766759756543571,0.003443190878124279
"delta_beta[8, 2025-2026, MI]",0.07068762602384686,0.11795494628484914,-0.10012908540091002,0.24215557974341348,637.961140292191,368.8392524323046,1.0017072972959802,0.004622083962397002,0.003925836501392764
"delta_beta[8, 2025-2026, MN]",0.2808575132623135,0.10500224126656948,0.12160554140909045,0.45613041477826494,595.2167503200395,376.48157724072047,0.9976773942855639,0.004401856816581203,0.0037667924416689307
"delta_beta[8, 2025-2026, MS]",0.4265610234967583,0.10732770386636807,0.2569394344519465,0.6085952879044851,461.4089642888249,318.96813373722114,0.9959731405546776,0.0050903182110637055,0.003387310069376086
"delta_beta[8, 2025-2026, MO]",0.42884159226624746,0.08642698280793751,0.2980527616965124,0.585653028804663,443.6541370326059,313.1393679797676,1.0091825291538137,0.004121767152920742,0.003215322581330135
"delta_beta[8, 2025-2026, MT]",0.38386381007961246,0.09179432964121523,0.25882592143147515,0.5429673373035647,584.595913834781,364.9858391356177,1.003124173707134,0.003881354352255338,0.0030402433349110093
"delta_beta[8, 2025-2026, NE]",0.3030626590061954,0.07715597747033545,0.18188058073385885,0.4268267555164203,353.4689884271472,320.8976239249211,1.006491023871809,0.0041122522931476375,0.0033354767568585
"delta_beta[8, 2025-2026, NV]",0.2526687212120674,0.07127532882307872,0.1510997566485558,0.3711552173111624,387.1717469495745,399.718229503235,1.0010140390197635,0.003645456716650901,0.003076112230845291
"delta_beta[8, 2025-2026, NH]",0.11589980519556274,0.066583404363446,0.01911978586011339,0.2254949801472101,389.71271542846466,348.71290189836895,0.998961208350763,0.0033004774005410418,0.00277928922530519
"delta_beta[8, 2025-2026, NJ]",-0.024153513289158206,0.06364083144125042,-0.11587840916489495,0.08484686917338274,447.9788827061074,385.14720528009684,0.994785277171164,0.0030019717969099096,0.002514876807826234
"delta_beta[8, 2025-2026, NM]",-0.05019579345914,0.059730521879050404,-0.13833790803582324,0.043128690846687204,544.7691927519746,345.7538037152333,1.0004440241381565,0.0024816041337127597,0.0021139821944715464
"delta_beta[8, 2025-2026, NY]",-0.06190580744053631,0.06283630845270978,-0.14989603913124264,0.05586406209771974,468.35751433115263,353.1714985693456,1.0054955192484818,0.0029523983109798553,0.002426796474099458
"delta_beta[8, 2025-2026, NC]",-0.036695877517343024,0.06539653523101224,-0.13325987636737438,0.07526227536869355,578.2393870622343,376.7871700006271,1.002139096616717,0.002748352881379134,0.002338869038734263
"delta_beta[8, 2025-2026, ND]",0.07475909486639476,0.06974376859004883,-0.03074482584117757,0.18523216763111847,488.17622578440245,366.6729970308304,1.0104121682549445,0.0030810530636949563,0.002535984135632693
"delta_beta[8, 2025-2026, OH]",0.17379973578168337,0.07338969453480079,0.06688329644782907,0.29579305728063643,472.53460760760265,388.392903960162,1.015981401083317,0.0033733975692566034,0.0026763727960861907
"delta_beta[8, 2025-2026, OK]",0.1791490700916339,0.07267443101478915,0.07376109914047839,0.30423470430207655,381.29171407459586,306.8219145753803,0.9968343637931135,0.0037998504867171328,0.0025330574405606735
"delta_beta[8, 2025-2026, OR]",0.10340441257432287,0.06806388315035133,0.004301924292313127,0.22705249841567604,444.67186785170617,349.4416348241693,1.0081754598164487,0.0032210544263256225,0.002308818547061608
"delta_beta[8, 2025-2026, PA]",0.020850154349711842,0.07128581305581418,-0.07721645171465727,0.14646196042574605,444.0941478830845,327.64429369592006,1.0157315539867509,0.003588194453828019,0.0031154155118380874
"delta_beta[8, 2025-2026, RI]",-0.034196783382703023,0.06489399489507285,-0.13035213159722978,0.06826125114565053,422.8700689027316,404.61713444112956,1.0020778494674838,0.0031087696025426602,0.0025088857780416044
"delta_beta[8, 2025-2026, SC]",-0.04996696147666355,0.07049881814684086,-0.15885486886691158,0.07201467102008263,441.6343270993725,360.6383853833501,0.998357516775165,0.003447640452794347,0.0023505879642744636
"delta_beta[8, 2025-2026, SD]",0.044729609627884005,0.07535337757558112,-0.06119421889085027,0.17153388818699972,517.922844524306,386.0921107872518,1.0105962027892845,0.0033520999833417634,0.002655655325014225
"delta_beta[8, 2025-2026, TN]",0.16617407828211378,0.08022477499554212,0.05146503353983821,0.2957682296238874,557.8312554464362,414.3014699546773,1.01040600159571,0.0034676982582162574,0.002649612078679632
"delta_beta[8, 2025-2026, TX]",0.14911520819489835,0.08754211822287897,0.014098350006544793,0.29076013673169093,374.09715184777133,313.4345401809455,1.002870885867058,0.004392818941358087,0.003198251443988278
"delta_beta[8, 2025-2026, UT]",-0.02198073446077108,0.08822911214353978,-0.15397608192830836,0.13633594546599917,521.6928263144114,354.88339397949056,1.0024871752378244,0.003865881135978883,0.002972739719923978
"delta_beta[8, 2025-2026, VT]",-0.17574331032648388,0.08435371852302302,-0.29878685603144345,-0.045734585674364954,538.5113242059522,409.5265434975012,1.0036024862950284,0.0036413908546844365,0.0027078152183459075
"delta_beta[8, 2025-2026, VA]",-0.15259887809919775,0.13743827360210772,-0.37019884055807334,0.07551025764316792,550.4757509667295,360.6655068530574,0.9968190757064168,0.005847051272332943,0.0038354376306708135
"delta_beta[8, 2025-2026, WA]",0.1885181828897057,0.20160338779454548,-0.09600542975841675,0.5169857428548974,388.5683600386989,303.2975485547945,0.997447909202309,0.01031140808607212,0.0076685181456576795
"delta_beta[8, 2025-2026, WV]",-0.021370371053804935,0.09938229991271842,-0.17680024037896766,0.13280833693557398,144.44306137210697,76.80561091708496,1.0255275733197293,0.00826050353867299,0.005770783744178293
"delta_beta[8, 2025-2026, WI]",0.09896497388771713,0.11583036051502764,-0.0790787419702846,0.2807489357771156,633.9974523997824,412.23845791517897,1.0015377187048924,0.0046603705736226846,0.00323057796244492
"delta_beta[8, 2025-2026, WY]",0.1460943792380548,0.08051842013930754,0.018508366354108102,0.2841727882851642,434.40545675313143,357.48684645346236,1.012734137608429,0.0038881611993975196,0.0025051269878571853
"delta_beta[8, 2025-2026, PR]",0.06221693194465796,0.07908677131042265,-0.056586988279174945,0.1924077779988483,495.2104575796642,379.881728682727,1.0084454207548763,0.0036506294661584004,0.002562464012395751
"delta_beta[9, 2023-2024, AL]",-0.019117374968647415,0.07280343925033501,-0.1385002325396982,0.08766238714639435,468.70417960148444,320.5186074174774,1.001355364412488,0.0034589872071471026,0.002907799801136388
"delta_beta[9, 2023-2024, AK]",-0.0003562985073749533,0.07219645954057714,-0.11150098841496692,0.10602841897558182,536.8264752077474,374.10553951986435,0.9949120569476801,0.003134729992532632,0.002277738773594499
"delta_beta[9, 2023-2024, AZ]",0.07182528416284223,0.07396713578209384,-0.03746421819731991,0.19086780835884604,328.8788963811263,311.49340809901025,1.004581747721525,0.004062257618886651,0.0028674165214719292
"delta_beta[9, 2023-2024, AR]",0.1425565043645759,0.06871152566455235,0.03644311741517617,0.263501684039997,390.7749961648853,329.724774594725,1.0087951012977199,0.003529332475219234,0.0025293219364043306
"delta_beta[9, 2023-2024, CA]",0.14546365312287743,0.06973963334636303,0.03859701497415013,0.26343098442301455,439.4966234850906,350.7970804112401,1.0027488308812513,0.003383461986194592,0.0024164284353881435
"delta_beta[9, 2023-2024, CO]",0.13407259783604628,0.062508134962273,0.036238688479207276,0.23642583036588452,449.85744096007073,306.33228002176656,1.0075782264272266,0.0029441117057146205,0.0023119871572553886
"delta_beta[9, 2023-2024, CT]",0.1627217876041035,0.06227949826176203,0.06371876937617138,0.2566600095647811,331.94398601149607,289.74691416584966,0.9983896008267084,0.0035267609497877787,0.0029996345022122056
"delta_beta[9, 2023-2024, DE]",0.19802742385353553,0.062258407626314946,0.11091860786907938,0.2972336543265964,362.05565017731976,255.39655140412427,1.0076241522273328,0.003382979510892856,0.0029883792638612477
"delta_beta[9, 2023-2024, DC]",0.1908113089140407,0.05680037914489829,0.10397743791957101,0.2775125891513744,394.2303095391808,324.0313435928346,1.0104446995807201,0.002933146530577308,0.0021910695362510457
"delta_beta[9, 2023-2024, FL]",0.22303811679131788,0.06631052197228915,0.12361180019230582,0.33081852783750354,397.94518420916484,312.1092971425464,1.0139681414664832,0.003418841454653414,0.002644823461663115
"delta_beta[9, 2023-2024, GA]",0.3330257759550769,0.06107450479570566,0.23983880953407927,0.42393669766678166,285.054341940583,325.39504484292826,1.015127237869386,0.0037805148610694497,0.003969950988389457
"delta_beta[9, 2023-2024, HI]",0.33457727304006596,0.06372430249885876,0.23723860307218797,0.43295532805725767,240.8586957445445,216.24345704375057,1.0159622352041482,0.004249992054390779,0.0036786593173532616
"delta_beta[9, 2023-2024, ID]",0.04751381852683394,0.05961598508727606,-0.04490226966602695,0.14354286739863156,284.4170891714606,271.53665936935903,1.0092844506536414,0.003679903612117555,0.003589781765851196
"delta_beta[9, 2023-2024, IL]",-0.1760217490424533,0.0554586343634766,-0.2587383434602185,-0.08675870862711238,319.6255009655563,227.13237905093825,1.0353373700695214,0.0031751083758234586,0.002469005699297968
"delta_beta[9, 2023-2024, IN]",-0.08663665043873944,0.06384337735938583,-0.1756218269549056,0.02009714447470459,282.980551441704,247.3601243818696,1.0117723731676118,0.003928149743943907,0.003464525729823875
"delta_beta[9, 2023-2024, IA]",0.11316399829523117,0.07346289081233687,0.003586407482729358,0.23113236007833093,251.3878409729471,250.51458901352464,1.0215325258603625,0.0047144655095806435,0.0033598504300418218
"delta_beta[9, 2023-2024, KS]",0.10791862318578832,0.07745929213950717,-0.0033822637535583355,0.23576564936295938,250.47664730754852,230.24989323751913,1.0210799154081323,0.005062245242246316,0.004221937599647479
"delta_beta[9, 2023-2024, KY]",0.0385334650199598,0.07975498176250843,-0.07898319060103468,0.165701346053239,210.1665442671363,239.1849017788572,1.0252460112737933,0.00566140312633187,0.004403790354320478
"delta_beta[9, 2023-2024, LA]",0.0756981711412198,0.08526813657243022,-0.0469779235808782,0.22669052852139362,304.0246519318336,253.31902782939957,1.0036531146196015,0.0051509152830415085,0.004287975655640505
"delta_beta[9, 2023-2024, ME]",0.12857141800855337,0.08774314429237094,0.002571642415133595,0.28024976520020134,217.11215220857292,194.31007492681604,1.0235715217107835,0.006100014306277811,0.004772613995770657
"delta_beta[9, 2023-2024, MD]",0.15700318007977976,0.09402845596991476,0.019571986912404346,0.31867981217999003,288.94303207102865,265.4530933194946,1.0186607401559753,0.0056841495839979215,0.003996906635927504
"delta_beta[9, 2023-2024, MA]",0.13150874289817008,0.09377097303361859,0.0004986518666749134,0.2938042485963581,250.63164904138827,264.81841188122957,1.0138679953937357,0.006175367486662909,0.005196357403147402
"delta_beta[9, 2023-2024, MI]",0.09516504446190759,0.0961062026655608,-0.03661515427120669,0.26192965945647567,260.88151342521337,235.83754064901706,1.0148092472959693,0.006468089441292497,0.005782909338899115
"delta_beta[9, 2023-2024, MN]",0.1068737150872624,0.09806393342086549,-0.03235254348503285,0.27241443466568016,302.11392359905756,230.27246483216504,1.0186931785697924,0.005949633298072303,0.004786425170746617
