state,rho_global_mean,rho_season_sd,fI_global_mean,fI_season_sd,fR_global_mean,fR_season_sd,psi_1,psi_2,phi,omega,a_garch,b_garch,alpha_inv,rho_state,fI_state,fR_state,delta_beta_state_mean_0,delta_beta_state_mean_1,delta_beta_state_mean_2,delta_beta_state_mean_3,delta_beta_state_mean_4,delta_beta_state_mean_5,delta_beta_state_mean_6,delta_beta_state_mean_7,delta_beta_state_mean_8,delta_beta_state_mean_9,delta_beta_state_mean_10,delta_beta_state_mean_11,delta_beta_state_mean_12,delta_beta_state_mean_13,delta_beta_state_mean_14,delta_beta_state_mean_15,delta_beta_state_mean_16,delta_beta_state_mean_17,delta_beta_state_mean_18,delta_beta_state_mean_19,delta_beta_state_mean_20,delta_beta_state_mean_21,delta_beta_state_mean_22,delta_beta_state_mean_23,delta_beta_state_mean_24,delta_beta_state_mean_25,delta_beta_state_mean_26,delta_beta_state_mean_27,delta_beta_state_mean_28,delta_beta_state_mean_29,delta_beta_state_mean_30,delta_beta_state_mean_31,delta_beta_state_mean_32,delta_beta_state_mean_33,delta_beta_state_mean_34
ID,0.009910227367864158,0.22389272076493422,5.0982437217343677e-05,0.5276163408040586,0.36757854196264533,0.0667247266100087,0.8324686119416771,0.28657317090369394,0.375,0.005,0.2,0.0,0.0008166270960293502,0.8099526395740595,0.4424283468653194,1.0283060857394535,0.09802443918162365,0.09557882452335756,0.13417433955055258,0.16565591676233987,0.16801393387582284,0.1882102284098844,0.20651841262051185,0.20404554302196487,0.18534726214407735,0.2110146573523086,0.2593297975308386,0.2585316957455115,0.21000593201117368,0.2273763982241343,0.32502341381886296,0.3136828326968044,0.10020012675597603,-0.0999273883654425,-0.06652955891733867,0.08662492523804038,0.1734591968278964,0.18382821209756398,0.17823951083852602,0.16679319968155054,0.1526559830951626,0.141209888009392,0.1483394347623881,0.14285479560623177,0.08918614202705741,-0.013825132839217916,-0.03837958448261407,0.045913825498708496,0.11091484792261355,0.0943596993894795,0.1549063593075397
IL,0.009910227367864158,0.22389272076493422,5.0982437217343677e-05,0.5276163408040586,0.36757854196264533,0.0667247266100087,0.8324686119416771,0.28657317090369394,0.375,0.005,0.2,0.0,0.0023240241051770464,1.0534913399653874,0.6396620861976058,1.0064626085674986,0.06289513354345179,0.07901944163684438,0.024856485323398406,0.025609697670775748,0.0700729399645077,0.11496723943508838,0.1334117051866655,0.14886957007587542,0.16463802307648084,0.18863617602005864,0.20743535027425802,0.18843579100713417,0.16211196567320404,0.22471508372280705,0.35756544190970774,0.36336820444221296,0.13387893792674377,-0.09764739711018187,-0.08189517541795646,0.0494251046322966,0.10691543932179494,0.09775216129911016,0.09075931466525344,0.0927468125408178,0.07856058357290988,0.04383472111568366,0.013658797640315183,-0.0007611113407484209,0.01577793594962594,0.058004016779898235,0.0817551187133241,0.07658697975275511,0.02572524808824005,-0.03663331737827277,-0.13046183632663844
IN,0.009910227367864158,0.22389272076493422,5.0982437217343677e-05,0.5276163408040586,0.36757854196264533,0.0667247266100087,0.8324686119416771,0.28657317090369394,0.375,0.005,0.2,0.0,0.0017107522814818026,1.0988781162892127,0.8837917492117771,1.0144499190936698,0.08144331047734106,0.05277388663659335,0.03670185969355394,0.05716449003793862,0.09946429144839034,0.12185558144141673,0.13307618419699216,0.15440713154573923,0.1824632041493041,0.1870070716339591,0.16558357834786847,0.1535997385678574,0.17310888046864953,0.26011873815550246,0.3582063509777587,0.33774063491122264,0.1134961087555177,-0.0796077346220994,-0.023514272145229612,0.13171694989147448,0.19436742609249058,0.17322439207844917,0.136717104644641,0.12272922274906978,0.1273906185526419,0.12499294745074248,0.06716632505327534,-0.023328316096951032,-0.04776522615560097,0.013280299430887984,0.04398797322346378,0.011596745992169373,0.032987206191753674,0.13011185025794247,0.07971404222664952
IA,0.009910227367864158,0.22389272076493422,5.0982437217343677e-05,0.5276163408040586,0.36757854196264533,0.0667247266100087,0.8324686119416771,0.28657317090369394,0.375,0.005,0.2,0.0,0.0013369704150206561,0.5178705978602691,0.7019585383075537,1.030442538328478,0.08414070725935996,0.1570462285599163,0.08282822966513649,-0.007395453886638459,-0.03750131268639409,0.0804364851030388,0.2505518370723744,0.2708033536126508,0.1892973784046063,0.1361618859831169,0.17327561997860386,0.19055638517940682,0.18864982109177955,0.2578518430571836,0.3897528093270567,0.4111314315584278,0.2359254146610805,0.03921053640814692,0.04971814800740396,0.166723925837523,0.24159654091957924,0.25482443764065266,0.2309317672537582,0.20463791640492868,0.21943663330626334,0.2503003719142153,0.20678713287240708,0.11200709674245321,0.09003493764575829,0.18712367284243436,0.2708000293296261,0.259538042947221,0.16707533408202951,0.004171629424418175,-0.14997016376350816
KS,0.009910227367864158,0.22389272076493422,5.0982437217343677e-05,0.5276163408040586,0.36757854196264533,0.0667247266100087,0.8324686119416771,0.28657317090369394,0.375,0.005,0.2,0.0,0.0008106184923104234,0.7566653630080759,0.8141257662601038,0.9548548198320872,0.06055387723218618,0.1775106783003529,0.11236874223962356,0.05647143774997854,0.03009199491450197,0.0222285559942692,0.0274037574200267,0.05307461180827069,0.08815082719513181,0.11697182720215243,0.14822395703081376,0.1647452862054838,0.1878283254463109,0.24474519378718962,0.31069451885300325,0.27671661191573704,0.09791710914307503,-0.06879895030200538,-0.03646220828827035,0.09575160472192591,0.19554397247890506,0.2099799254481181,0.13219252993488176,0.02649980932041899,0.010673071298450592,0.06838280514002393,0.07235284668328462,0.003122001254724484,-0.06551806980147398,-0.05977033145931454,0.03260124618040291,0.1574101936271341,0.06548111414361099,-0.2359387886834255,-0.0016237010318200934
KY,0.009910227367864158,0.22389272076493422,5.0982437217343677e-05,0.5276163408040586,0.36757854196264533,0.0667247266100087,0.8324686119416771,0.28657317090369394,0.375,0.005,0.2,0.0,0.002041286422522458,1.1228459653868357,1.198270067437821,0.9519250946023463,0.04496124639598234,0.062003984979466444,0.02857888325711679,0.019031679998086613,0.03031667884037542,0.03671796269679799,0.03704462725546636,0.04828636264964894,0.07071601728757088,0.09357336693338361,0.12301840276221379,0.12884242012578254,0.14700113104712279,0.23971406706172954,0.3697005588643034,0.36050652790917537,0.12569625544487878,-0.10140194041290548,-0.07091911008848231,0.07912201478354344,0.1546808836580852,0.14447201308770943,0.11274613399055729,0.08308381907058529,0.07587644380396566,0.0876649025148014,0.06358027667359986,0.010882564779371131,-0.017851367870698215,-0.006295694114066519,-0.0036195944082334022,-0.017575863525198642,-0.04308988540413413,-0.06412035773382249,0.0010326979148623204
LA,0.009910227367864158,0.22389272076493422,5.0982437217343677e-05,0.5276163408040586,0.36757854196264533,0.0667247266100087,0.8324686119416771,0.28657317090369394,0.375,0.005,0.2,0.0,0.0017374724827399395,1.641806741566013,1.7029780251401883,1.0160171744379918,-0.011928703967227252,0.09410414749987778,0.05105640153590066,0.05906574787559468,0.11422261951279837,0.1381925441320424,0.143122860602181,0.16229042581806014,0.18775826330537776,0.1670015666001725,0.09894092454731114,0.07450740932189456,0.1261208989979147,0.21840727590575298,0.28848083958102533,0.23790912364036435,0.04623011858114423,-0.10817032046314431,-0.06103447443365112,0.059535309722630214,0.09568689143532665,0.05941476213507266,0.03818832052857493,0.042610085191947894,0.044935517585968254,0.03542956584314182,-0.0017578414146585768,-0.03715618897755554,-0.06459737906141597,-0.05391760249360589,0.005062615255662711,0.0842024271045687,0.08230109536960926,-0.014386244971709003,0.04446181809765824
ME,0.009910227367864158,0.22389272076493422,5.0982437217343677e-05,0.5276163408040586,0.36757854196264533,0.0667247266100087,0.8324686119416771,0.28657317090369394,0.375,0.005,0.2,0.0,0.0004727646681826699,0.5084768139937963,0.5622325724973412,1.1764943535461552,0.02565798737921965,0.04168607097809475,0.5208222984383255,0.5700635450717549,0.30317273187101157,0.05995683164360735,-0.017446855083418915,0.046431211247891416,0.17853115159265207,0.3079742295474578,0.36673213062183835,0.3522694636826466,0.31358352045320476,0.3518647428360446,0.48327680749409574,0.5203031620282728,0.37696471178607116,0.18271743419030723,0.11408527418816508,0.17129466278620725,0.29840035185715785,0.39342498840996587,0.4049671621181067,0.3453836770759531,0.3159594707669967,0.3312248380402353,0.31967236711596136,0.27724637493492876,0.2903690968086855,0.3734122731690578,0.42684001708382263,0.4534842014898347,0.40727386665848364,0.3774710946114779,0.3370386167808628
MD,0.009910227367864158,0.22389272076493422,5.0982437217343677e-05,0.5276163408040586,0.36757854196264533,0.0667247266100087,0.8324686119416771,0.28657317090369394,0.375,0.005,0.2,0.0,0.0007866241037959297,0.6276988080533691,1.009487583896443,1.0569196679505173,0.07189280973034969,0.04486159594298246,-0.08822502571123302,-0.038646608212935835,0.14460529052655818,0.20039079099949791,0.17694310672850938,0.17826719327459234,0.22459949983559635,0.24820147574074686,0.23475364332543738,0.22071066384136667,0.22950128167685394,0.2753296439730435,0.33848337409546203,0.32823938720115386,0.1873277072771407,0.034927312585179796,-0.021268157599167177,0.0037753675958603003,0.06935067372805545,0.1351277094776897,0.15182873413715786,0.1440103376946667,0.15575395788611812,0.17786009443036943,0.1340828307621163,0.04617448015135983,0.05204518781517057,0.14638099093613455,0.18166987432209658,0.11100157039026079,0.08388600584195006,0.17966450745969942,0.09166037589690587
MA,0.009910227367864158,0.22389272076493422,5.0982437217343677e-05,0.5276163408040586,0.36757854196264533,0.0667247266100087,0.8324686119416771,0.28657317090369394,0.375,0.005,0.2,0.0,0.0018951100043767357,1.0823157258087428,0.7806905831688988,0.9646560753207838,-0.003859171420813736,0.013348906267678873,0.03825720833576977,-0.009317953714250208,-0.04851563285754058,0.027599233822893816,0.15420862240726055,0.19190625461544902,0.14790489195946505,0.15483001428292964,0.21609661840290906,0.2185585401408307,0.16349400695830038,0.17482427396688105,0.28751392306076196,0.31755110947205967,0.16590389786505078,-0.009782236994620424,-0.028139052296643027,0.03460555935878504,0.06316885888556886,0.061779029865796975,0.08925830388086475,0.12011793535567257,0.09481409155335552,0.02442561460072063,-0.009410236398066416,0.012370126079472289,0.07094148191702322,0.1217881745728943,0.11595935592069545,0.04986394903305033,0.021580257426166878,0.07421059713692615,0.014332638373803077
MI,0.009910227367864158,0.22389272076493422,5.0982437217343677e-05,0.5276163408040586,0.36757854196264533,0.0667247266100087,0.8324686119416771,0.28657317090369394,0.375,0.005,0.2,0.0,0.00279077153637286,1.1648859337298916,1.5810892441087039,1.0669578363821617,0.04551697241033061,0.013007041541199322,-0.004324673444536315,-0.014798878404395267,0.0054584264464524156,0.06749386501228516,0.14177450803561326,0.1989478641293605,0.22605274928148927,0.2142225964954328,0.18741400417163057,0.1818304475033758,0.20862572210937147,0.28923057827914,0.3730711537037691,0.34253360932750654,0.1490454687954978,-0.03362354001633923,-0.0198182063112993,0.09574377190743844,0.1599429375070237,0.17383163997001227,0.18537739085420119,0.1875114935241764,0.14144490875469848,0.07955037354539692,0.050550104960973626,0.06269458844896969,0.07598246930580436,0.0630019321835287,0.033377858611035024,-0.005617585364485115,0.008171558224711155,0.07514871301410614,0.06878270431852845
MN,0.009910227367864158,0.22389272076493422,5.0982437217343677e-05,0.5276163408040586,0.36757854196264533,0.0667247266100087,0.8324686119416771,0.28657317090369394,0.375,0.005,0.2,0.0,0.0014074012734439049,0.891755280889816,0.275097250728217,1.0338346687383266,0.055660970702202106,0.046343526806652054,0.05167213799578751,0.08299190866099596,0.11619344384546282,0.166753791783024,0.2274193820585545,0.24920512973283493,0.23839674112797088,0.2218819978476124,0.20969279550855802,0.23519073484207878,0.2901553911246645,0.35896360877014744,0.4106752796187103,0.36484094498979214,0.17563002583241732,-0.0059018423022454795,-0.018971469341398366,0.05443499362367035,0.09808792824306702,0.10467350596763308,0.09649872736219339,0.09237786316599866,0.11717650290283932,0.15283728082700082,0.12724466814169627,0.056664091756469054,0.009790954221064335,0.026901164737628665,0.05089059506554588,0.08134612076061651,0.1551001285413776,0.20417251043389623,-0.2533959153420424
MS,0.009910227367864158,0.22389272076493422,5.0982437217343677e-05,0.5276163408040586,0.36757854196264533,0.0667247266100087,0.8324686119416771,0.28657317090369394,0.375,0.005,0.2,0.0,0.0012256354936997207,1.4578290347978657,5.5702655182488785,1.0792287705250976,0.025407927981835082,-0.12746707832915338,0.018536199546989235,0.05751176636829644,-0.004222499200776218,0.008890048365112981,0.07991917776506724,0.16301690723688797,0.18973522991878866,0.1646536048635498,0.10743619154568147,0.08986906666345218,0.15434005989743949,0.2713227714464983,0.3770114260313603,0.35003425707613234,0.1385514796879111,-0.045897320522647084,-0.005626921940837673,0.12231048416219387,0.16455831619059308,0.12472087835522952,0.054474242895877115,0.020741629203855562,0.06035090658260851,0.11968125436667215,0.07759094363985133,-0.04474974103516002,-0.07847507622217365,0.0034930286677645286,0.06292951090489969,0.0387620733329791,0.06176027194955826,0.16628688797189026,0.09550671137193512
MO,0.009910227367864158,0.22389272076493422,5.0982437217343677e-05,0.5276163408040586,0.36757854196264533,0.0667247266100087,0.8324686119416771,0.28657317090369394,0.375,0.005,0.2,0.0,0.0026235495131213893,1.3053483262006154,0.8637258803499057,1.008579582583622,0.007009499439940904,0.1468649977994499,0.1203455421255917,0.05616908679086172,0.017274872940317997,0.046737462596885264,0.0969949304554358,0.12392222752845564,0.11962698122223588,0.12442259729147992,0.14554011819621301,0.14552592911330475,0.14651974091696676,0.2322988407235752,0.3750242892638711,0.3889586185683488,0.16627180074085202,-0.06507685967932586,-0.055396539604656625,0.08256095887324519,0.1712941940516915,0.18424506115466133,0.1424703162500497,0.08187192480593972,0.04801710644085619,0.03357088035957552,0.0016081077258891172,-0.04720712330449714,-0.06329384318530863,-0.028707736327050787,0.019638920957704552,0.0491530682452226,0.02324791968936169,-0.02139207406779469,0.09609048359385977
MT,0.009910227367864158,0.22389272076493422,5.0982437217343677e-05,0.5276163408040586,0.36757854196264533,0.0667247266100087,0.8324686119416771,0.28657317090369394,0.375,0.005,0.2,0.0,0.0007975937787555469,0.7634167725225041,0.6202985696629009,0.9613502935560075,0.03667547129757452,0.18054295995405764,0.15612168266278031,0.07796831686165331,-0.000989087730270191,-0.07438320928272682,-0.11211669423051834,-0.03433379645800915,0.12136817985211824,0.23643196475698153,0.27735870782436867,0.2565601800504422,0.23360660285170265,0.2883595872485679,0.3957324883220654,0.39559666258725795,0.17607738304246354,-0.04119325280528777,-0.01869913681635481,0.13052811162071726,0.19798773224399194,0.18318782150927446,0.1029599324773125,0.06620748023193937,0.1331472080122575,0.2396709170215527,0.24075255604811407,0.12392149430990998,0.037366569106498965,0.037061377231059844,0.08324802863456945,0.0861993481605891,-0.04404937218257611,-0.19086185212178886,0.1509498455491427
NE,0.009910227367864158,0.22389272076493422,5.0982437217343677e-05,0.5276163408040586,0.36757854196264533,0.0667247266100087,0.8324686119416771,0.28657317090369394,0.375,0.005,0.2,0.0,0.0006133938422911139,0.8953089556191662,0.9123608569287915,1.0202088617158327,-0.014184850170176684,0.13539947846912975,0.07480567394094073,0.07094561062541734,0.09965660126173777,0.08022205133892892,0.01601672316425285,-0.009034655984372923,0.03426734790255123,0.10447032294460576,0.18692582973013777,0.24087969507496,0.25217258511966767,0.3122166362135044,0.4039643821348273,0.37539844568591746,0.15066349973969717,-0.06085976337761917,-0.023783888869401557,0.12494620517094776,0.18260035480442363,0.16439300558009648,0.13825497469056092,0.1205946548994304,0.08189097934650919,0.028793035934095892,-0.013129472391871209,-0.02578181667104429,-0.015191047561727691,0.009720171509393864,0.07015481325315265,0.12010480965632447,0.02461365201013508,-0.1648429897323727,0.08250848069599229
