state,rho_global_mean,rho_season_sd,fI_global_mean,fI_season_sd,fR_global_mean,fR_season_sd,psi_1,psi_2,phi,omega,a_garch,b_garch,alpha_inv,rho_state,fI_state,fR_state,delta_beta_state_mean_0,delta_beta_state_mean_1,delta_beta_state_mean_2,delta_beta_state_mean_3,delta_beta_state_mean_4,delta_beta_state_mean_5,delta_beta_state_mean_6,delta_beta_state_mean_7,delta_beta_state_mean_8,delta_beta_state_mean_9,delta_beta_state_mean_10,delta_beta_state_mean_11,delta_beta_state_mean_12,delta_beta_state_mean_13,delta_beta_state_mean_14,delta_beta_state_mean_15,delta_beta_state_mean_16,delta_beta_state_mean_17,delta_beta_state_mean_18,delta_beta_state_mean_19,delta_beta_state_mean_20,delta_beta_state_mean_21,delta_beta_state_mean_22,delta_beta_state_mean_23,delta_beta_state_mean_24,delta_beta_state_mean_25,delta_beta_state_mean_26,delta_beta_state_mean_27,delta_beta_state_mean_28,delta_beta_state_mean_29,delta_beta_state_mean_30,delta_beta_state_mean_31,delta_beta_state_mean_32,delta_beta_state_mean_33,delta_beta_state_mean_34
NH,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0004455734066702478,0.8833545441402824,0.394611761338867,1.0443420441006768,-0.2931886655797979,-0.03078015508767834,0.4686684682885902,0.32659605982287027,-0.17472046774919717,-0.25660872481071717,0.0639159964870185,0.30352054091302605,0.35462099538858316,0.3148100607129483,0.2681075437449536,0.22982102219864825,0.22731099159968443,0.2559126022569552,0.3092722007343189,0.28215743267418514,0.14682549012817547,0.011049426578892007,-0.018027557360071715,0.0342693504032027,0.09419195488232562,0.12525501779957948,0.11406102701336146,0.07825335086828136,0.06598377460755023,0.07281771648775165,0.038715597267569776,-0.01729934568458807,-0.03209030494448018,0.022548290677138642,0.0827426777122221,0.07184898502700976,-0.09940099484620024,-0.3044710826222352,0.10198532659105891
NJ,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0024908412415115995,0.7852182486969006,1.595964696303744,1.0277444745896092,0.0619001884237254,0.1331237825726468,-0.09344565916455679,-0.11891496109454688,0.04046822679950136,0.1495512283997426,0.17214236815467715,0.13673630398155445,0.091361481834192,0.11163007994432042,0.18551456122238383,0.24297573606516548,0.2586699341147289,0.29027716944627,0.3329962186584523,0.299346144148933,0.1508686796066921,-0.0017456861057106436,-0.02098700708236765,0.038712865675362126,0.08629118734381805,0.12155824053785426,0.157357454756847,0.17799022275600218,0.16479083395737193,0.1272784454517097,0.10980491469947223,0.1157310927531712,0.1367357819574581,0.15182390333359813,0.1465197029350913,0.1252283313472895,0.161438062430188,0.2545369120932251,0.18406839594274316
NM,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0018189176694237631,0.669587906156305,0.987714523743313,1.0202883954683024,0.13156392376006265,0.053153684017915606,0.06968262818107568,0.05771059785418715,0.03746371775678259,0.08023646731884554,0.15552527659362714,0.18414886571556732,0.1756375660051352,0.18748747131232124,0.23178217451091268,0.2555185793840943,0.25512398063191977,0.282878890999935,0.3254410333651966,0.2886312441266994,0.11897203853985,-0.030209257845179735,-0.011078907716404005,0.09704606741209545,0.17982489962086293,0.21898996293795808,0.2272000308400146,0.2314073870506576,0.2479433479224079,0.26622025362146795,0.2418521883439571,0.19531273618201908,0.14087719287938222,0.11219305576053934,0.15823652712319353,0.2716904126058214,0.37992232167707407,0.39868326270210186,0.2736038363343642
NY,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0025500233634583877,0.7555937607956357,0.9953241262580318,1.0702622273131643,-0.007837128627794922,0.03672304133841535,0.1113214085143178,0.05733957233152809,-0.022827574043637062,0.03948873416475041,0.19066170083741096,0.25765985560044313,0.24493848663324785,0.25280203876911916,0.29597106836622167,0.3065016787251167,0.2597686145731692,0.2510710257769564,0.30243384435889376,0.29049215878260326,0.15313440271328588,0.0202591147091643,0.004026894581714304,0.05916421438975163,0.09447585462940755,0.1238452787317705,0.1763348755281484,0.22165190127134668,0.21594758472478773,0.1716024041463325,0.14933754173225006,0.1787328104079695,0.22619170429246588,0.24600239318284073,0.203625990296245,0.11183460232408574,0.09573288603270388,0.1922889090387218,0.06931687492866734
NC,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0020084681880380133,0.908238618894055,0.8207203348702052,1.0205843689129708,0.015305094940768468,0.05954014711054477,0.1111997268903,0.15355557021988542,0.1517977385060692,0.09027520675000865,0.030314029368199102,0.04870692613298877,0.11852776444491402,0.16974948798938183,0.16995244676604365,0.16761876604787973,0.18904306766877704,0.2770961813533822,0.37634105602548257,0.3421317076150786,0.09215962445508552,-0.12792218326424898,-0.06978117297357023,0.08821075142720519,0.11044226016802253,0.05536869309928048,0.04402612659823728,0.07163462334161591,0.08309086302218091,0.06305220945459528,0.03724952528396597,0.00985634247379627,0.006519291065307737,0.010371319113766247,-0.02422136188363896,-0.07823625443142379,-0.04451884967939891,0.08962787856911456,0.04567067869605232
ND,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0004388742178396434,0.995665777820598,0.4645181533796673,0.9891142128935249,-0.0741650039888132,0.19127888978471175,0.14996106492573863,0.029685061406501116,-0.09628471462841351,-0.09686085845336309,-0.0059236300775355796,0.11942405074348059,0.20604465399947894,0.2296827718392152,0.19076599814788708,0.15630537401078215,0.16259543749172511,0.24873598408843672,0.36403126213521786,0.3543789766700886,0.15991399181024768,-0.022674917729232406,0.01721461274086065,0.12363158498837026,0.10126092262396144,-0.0024615531783787788,-0.05607057734065755,-0.028706994905337548,0.03619990055766709,0.10575672735847347,0.12526796158367787,0.1005236792268345,0.0489095119184495,0.016470018381899723,0.0425856152172996,0.10444692280751988,0.04914091453045262,-0.13219006518711754,-0.009500413276888033
OH,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.002582362767998966,1.157680687777561,0.655598214600999,1.0055635353032657,-0.04393446777176568,0.02080566901459361,0.03872716811758409,0.06017879521075584,0.07061330219696699,0.07013427287748969,0.07593220411038001,0.09890475993511966,0.13854292738996504,0.1706244829432963,0.17352809365129426,0.1670142216357654,0.1718969778706639,0.23898483788511704,0.3577327945996899,0.3447374876663743,0.12941322095907815,-0.07429500457982124,-0.04960782790932076,0.0783530154653392,0.13321557982034068,0.11742138003812302,0.10747156610980246,0.10849027734542782,0.10728779110872114,0.0768637868029578,-0.0058114227229952055,-0.1059936807032002,-0.12195227999269401,-0.049570307505372946,0.008572545906166207,0.00553920356852074,0.010598426284460494,0.029356386698573003,-0.23757585516782387
OK,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.002394156737979529,1.4168971137933157,1.638846565623355,1.0136070195648177,-0.06837137250706765,0.09293890692881598,0.022974505419303126,-0.055239214488672916,-0.06587311048564887,0.0015122065999172544,0.09221071883074254,0.10482145681984428,0.0662478085437993,0.06853269113288074,0.11734950444641253,0.1430934417162218,0.13430616699991907,0.18710852098857808,0.29647437157783485,0.2976029674801388,0.11043005098039071,-0.04857798620954435,0.04144910161409798,0.2052298481687294,0.228799153588987,0.12929720491251528,-0.0020646933354356066,-0.09553945501600183,-0.08987372012818423,-0.030124324324599105,-0.022292198156644724,-0.08773896127019967,-0.1519028750762883,-0.15958162400972,-0.1011263362184024,1.3013173626008567e-05,0.05668479081379647,0.030185144700884584,0.07816366529340898
OR,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0013935389730278546,0.9992796996943163,0.6318114818630259,1.0261718765183794,-0.037443068810770405,0.08258543241729174,0.033778718354855124,0.07610063990283988,0.14419091200313272,0.12359431751586243,0.06185143949272878,0.08353543917936543,0.17194436487517695,0.2107080769867124,0.1781311891199201,0.13459080259706663,0.14474857064279473,0.21522827210005255,0.3015710173373728,0.2738611050012047,0.06390030535295624,-0.1030965351972247,-0.018409891822503063,0.14474786022397257,0.1796089862886336,0.11315149841343045,0.041196005494976366,-0.008509341574977698,-0.022545573860870895,-0.0157512956242958,-0.007257911189918531,-0.015374213053404903,-0.06045546545140788,-0.11194991129347334,-0.08001317807454235,0.046973354478494184,0.1312115859968878,0.09012986767732137,0.07229570709142907
PA,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0037431654683559527,1.7013140712821202,2.5525132578333247,0.9743143030230448,-0.07492999679768762,0.1371804264808093,-0.0027978230370460495,-0.09655881599781152,-0.09168695916176599,-0.006545083569924007,0.08078403756220785,0.09224374289159257,0.04944715985243188,0.0491437939067291,0.10477277698632106,0.14287185797017501,0.14685151066435342,0.197368597415913,0.2757165973221589,0.2701263144455568,0.11564270577529884,-0.04203765991185933,-0.04810095197901992,0.022366353456926624,0.05440424150894366,0.061810623326425645,0.07351844729868125,0.0931454221683719,0.0898300167013672,0.06778322809854577,0.03574113939138872,0.011883905184524451,0.0004558130226703063,0.01179690351440893,0.02929395879280834,0.042457475904069245,0.035703808610928145,0.026433682821180464,0.10295759157650208
RI,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.000489186996612487,0.9755512171550644,0.2830173356972324,1.0492681532342998,-0.1566568956491724,0.402652445655753,0.45305614603341926,0.18296674514059252,-0.10832157473418746,-0.06044132311520721,0.17272917318729028,0.20401685021113303,0.04635266837866962,0.04266476675797345,0.22650849439798257,0.3720003252701338,0.38139111486903626,0.35243373675945777,0.3224150372599155,0.25063662405141296,0.11578101620154413,-0.0029548800594704832,-0.031767857268169886,-0.003302248394149356,0.03740037817171413,0.06990851435505976,0.10176778683020271,0.132112166840495,0.11138760529201919,0.06065711390380033,0.022304209221189995,0.019503553424125568,0.09842856150693606,0.199253451368357,0.188718512584346,0.023579211239464753,-0.12323242191557786,-0.06364697846246832,0.2387474988162303
SC,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0018422633152366484,0.9461724407711551,2.455008196755048,1.0204654800179416,-0.020599659577834127,-0.0015810881469291594,0.03494265195658712,-0.0010071597215109483,-0.057636735725603266,-0.014475794104386867,0.08085722600373937,0.12705179387612026,0.12057725740032854,0.1180720049526901,0.1396799356035905,0.1619339696114017,0.1970235391200372,0.2916665854151669,0.4074641737418807,0.3734910390306879,0.09351577433053294,-0.13395783802755407,-0.04955172434367691,0.14031436799365368,0.1547732911856254,0.06340853194946419,0.025865343657852,0.06304372900978378,0.07628416248566604,0.05081269312237742,0.006620986863434614,-0.01807521991895822,-0.022467811959543352,-0.008707465830187382,0.025781488655934083,0.07832497293063193,0.12756633636055606,0.14195901995185561,0.07349542576474662
SD,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0006050668883526158,0.7893301741402852,1.5047135787229529,0.9905583909896609,-0.1916853127849491,-0.14148230787829397,-0.14220092562061187,-0.02422069963679759,0.0653198693462897,0.06276180474566698,-0.001134521853374363,-0.04382237932916125,-0.022675664454134777,0.08509445589459799,0.2245162627817152,0.2963644264515302,0.3154953117262525,0.34603228034260525,0.40881508854625187,0.36600243999019394,0.13209479683658415,-0.0677524470148996,-0.031051284566621776,0.10228731759736319,0.13568984846319923,0.10088460661817955,0.09058766495923175,0.10821125665872791,0.07376559214967678,0.013521920380929343,0.004653537029343874,0.03925062919178653,0.030869451172549734,-0.013572338133447305,0.02863172430278533,0.1679627457857708,0.17451931172690371,-0.033664782486578296,-0.10674925186660911
TN,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.002176082653716565,1.1826833035248923,2.4162090878055067,0.9362222654500525,-0.027575293037192677,-0.05369038664450497,-0.05927615348186416,-0.06600276264050045,-0.04305452982642298,0.061580624327948516,0.1548464965481352,0.1360402602887779,0.03305819618845256,-0.013184765398867343,0.028156115793994175,0.07713268007684433,0.10938047205355417,0.1981718561237018,0.31824630821745015,0.3030593253068852,0.061699390406220196,-0.15280208766641454,-0.116500013292963,0.030149723898252222,0.06466923151439566,0.015341519801695696,-0.007050718914194128,0.007265248936620488,0.026975640019996524,0.030807193022511344,-0.005689975588074674,-0.06589418937909913,-0.08603366923840974,-0.061844432494887414,-0.03664090417040916,-0.021921585795691978,-0.028068683355674105,-0.0296586742049798,0.02594876758730487
TX,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0035411339897504085,1.1703318264161577,2.205964345487691,0.9922469743234074,-0.061589073017708745,-0.05036426342384155,-0.04181113263511295,0.00841135274121587,0.08074831895416762,0.12405031091115387,0.13539570261588246,0.12928874850784117,0.12257714259442481,0.11677894498281174,0.12313024351272354,0.11702568715360362,0.10603835628991048,0.1492658319917221,0.22305179322288493,0.21261580471351132,0.06269276200177915,-0.05474859197899663,0.008012168767459672,0.1175431478612162,0.1116802771422166,0.023023525158475437,-0.03378938402219894,-0.03677709153168511,-0.03587614094126404,-0.02754201709310234,-0.02588614640816153,-0.032690960752833856,-0.050678776933276944,-0.04367942354100427,0.0023651495402104835,0.07099490591227924,0.05233473976980761,-0.08969037257392132,-0.03516361975251622
UT,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0005953660286365143,0.8640659614173675,0.41364184763359335,0.9997502085776344,-0.17875077766924014,0.1434330469734702,0.074876529831929,0.05188704078875185,0.11513297162660732,0.12430976681710032,0.0858390266083988,0.08705131593076981,0.14007289900362924,0.2076481315589701,0.24354429464997318,0.22772941095719745,0.17780266271488226,0.19843977676955063,0.29567758968632035,0.2790828179668845,0.04274453880594763,-0.18064990089798172,-0.16418790824873347,-0.030776898377980456,0.039692653101955855,0.033054552221896905,-0.005689769139712213,-0.04729600302558617,-0.059456892796268215,-0.038543512257671296,-0.024343533654067433,-0.03846569630941788,-0.08275240173707568,-0.13154564433586916,-0.08452418644214899,0.05531016457965267,0.11662777595305138,0.005445476356362565,-0.01061677063967707
VT,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0004983688136637389,0.8715978639784296,0.2781610906282148,1.0439064809797194,-0.5875176731086491,-0.37621084633753,0.017191725642475855,-0.2192033417938331,-0.39525388521780613,0.31342678231565785,0.9036689437286893,0.930976661373796,0.6769360678744375,0.12614854110551,-0.02030702468162147,0.09267125926363275,0.2284985327411716,0.32307472315455565,0.37553877181209905,0.32114218772605296,0.1671669537552713,0.033238341217200644,0.01572422502331266,0.07752842818325792,0.12230936958527514,0.13121177668331535,0.1078731964083197,0.06244668067435878,0.02900226415125471,0.02106523853807381,0.033626691253996824,0.07038746098284948,0.07422414061222898,0.053476000076776414,0.04307230255902003,0.049014355407187876,-0.0016905207367715492,-0.2703150232940739,-0.8257635036842288
VA,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0025821940045043356,0.6889927149165729,3.426508182032134,1.008282642461585,-0.08964308385080674,0.04811264724619638,0.048221185124604715,0.03838539992735723,0.030160534373923784,0.011887122619271523,-0.00013205372835544999,0.04267040620794155,0.11009667652924962,0.16902619245521858,0.18195172511339935,0.14963753853062772,0.11373452911013687,0.18526322556493793,0.3378698467228829,0.3616168590079829,0.14296523477764717,-0.07557660813463313,-0.045544666271713566,0.08763498365708788,0.11977493564261639,0.08512787685271606,0.09418267555585455,0.12874468548214607,0.13060330596080316,0.09113672919798918,0.037351480506180076,0.006003092348741291,0.01525033210545109,0.0561520037640582,0.06517483874501831,0.039212568352316624,0.09200270285479575,0.21562785089785086,0.07679437987543986
WA,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.001428011868496848,0.7546542092478459,2.698121995143705,0.9651223368398144,-0.1733155947640544,-0.2903530521308836,-0.07460051915013086,0.024242252245915315,-0.000830609033902965,-0.01642912720716017,0.008273880681300094,0.0722088391002193,0.13768706427331906,0.17593677811887654,0.17517971138804178,0.16057791816202555,0.1539212534650347,0.1813843616108491,0.23586254358556888,0.20625566174725263,0.03888180118471033,-0.08982820852855755,-0.04878144381653374,0.05158626823038716,0.07671179774645308,0.03951152573627956,0.011348241796396402,-0.00201451482705578,-0.03410796438657772,-0.0705370077164567,-0.06104832742028033,-0.022396556459384556,-0.011964117703069328,-0.050502320516551076,-0.055161397009624843,0.001875729802641193,-0.003486605439758231,-0.07476774869765841,0.10410994865082827
WV,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0009943562845601528,1.1726991295651885,0.8066620076079825,1.0847914433026506,-0.31136187395742226,0.17756543714653183,0.19045033728466054,-0.022790076756028878,-0.14648101508133926,0.007077866642481367,0.285214676329409,0.3313620876372432,0.20020053252165837,0.11417148631578028,0.16491956187660198,0.2208830021538778,0.24595363710092782,0.3277021795242375,0.45195477017825386,0.4449352856260307,0.2072479585307072,-0.030701269704740554,-0.0006529423951317413,0.15160007608628787,0.2051511750303197,0.18785092076456825,0.18444435095914363,0.20056700222812102,0.18919206235803357,0.14904818748771764,0.1123618986675974,0.09397262774152637,0.05687315898626253,0.009108263153783519,0.0029301697884275314,0.039806875612451595,0.13737228336456592,0.15002291116885158,-0.3946219445026403
WI,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0015075118883953994,0.8154024083541589,0.6163993153260976,1.044523964544713,-0.2883047543041153,0.3366941842687735,0.28991778631441484,0.030536779817464256,-0.12715195540826119,-0.0005541399945472284,0.22809033183917948,0.2190938789870072,0.05152614839822116,0.059968796320004944,0.2549993572298928,0.34812619539529344,0.2746556612056913,0.24868094845844424,0.34439972089765936,0.3556110537221765,0.17679874595929151,-0.01431210180960467,-0.02064089598764897,0.07333869447509944,0.12919975522625451,0.14568014146376035,0.14705479107951888,0.1357130274664221,0.11844431489834856,0.09124491776186938,0.0675608468084424,0.05014418673124235,0.05268664413243944,0.055930620790233664,0.06268240237070002,0.04449898898628006,0.006675046388917593,-0.051786864041379374,-0.05051712164173931
WY,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.0009409366543844959,1.1800155705384174,0.39170082809939644,1.0243761724886045,-0.5096649129485893,0.5868645620631063,0.5936171243589752,0.3646011344718577,0.1243683503851929,0.00794610055553771,0.025229480935341768,0.09095571627837826,0.15641515819475518,0.20978194786356816,0.22683449856284293,0.19615553205617112,0.14855726282909243,0.18397096271257624,0.3017244089801523,0.3156548057970017,0.13089745245885825,-0.0669334696270164,-0.08306894084377198,0.014802888408620915,0.11325032440810995,0.16193747534452832,0.13086543484599528,0.06525414409448865,0.026991304944768403,0.03142726090461798,0.05246698325030617,0.06552718321350263,0.07142148764922532,0.03632563252258782,-0.00783457474493192,-0.04827427906999737,-0.06675431011908936,0.03420921304085965,0.45871865883005025
PR,0.010128166616193432,0.20763998969601222,4.9876780835873466e-05,0.5234747505894942,0.3579992372177359,0.07092134236454273,0.8294743526678456,0.28580505173420456,0.375,0.005,0.0,0.0,0.004540884924871723,2.2868330115395983,4.787718676787513,0.7738628045442262,-0.17542896878166478,-0.15237440305321787,-0.13641907885492272,-0.1175718660802407,-0.0879562258633757,-0.01843033068079105,0.053198190266240133,0.0806258372546622,0.06141773202857651,0.027774965918640364,0.0037604455430025356,-0.03555941726651449,-0.08246047185899363,-0.07583287343614796,-0.014562552683102931,0.03914711202122591,0.019375099863457236,-0.05179767356816681,-0.13876078495692862,-0.1625552035153423,-0.10050894639687341,-0.020840515252957187,-0.03796737018531969,-0.08226477980176211,-0.05218444388091756,0.031214795275417376,0.03320490658055138,-0.04347032853077365,-0.08344187349630036,-0.0424351648774587,-0.0021705778004835912,-0.00951485725375492,-0.018047080123640223,-0.008917674793742846,0.003320986216943516
